iso3,month,year,funding_usd,need_score,inform_risk_score,displaced_monthly,max_severity,lack_coping_capacity,optimal_alloc_usd,shock_flag,allocation_delta_usd,over_under
JAM,2021-04-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-05-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-06-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-07-01,2021,0.0,0.123061,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-08-01,2021,0.0,0.123061,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-09-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-10-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-11-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
JAM,2021-12-01,2021,0.0,0.109487,2.9,3.0,0.0,3.6,282226.87,0,282226.87,under_allocated
NIC,2021-01-01,2021,5344358.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,-5062131.13,over_allocated
NIC,2021-02-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-03-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-04-01,2021,116062.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,166164.87,under_allocated
NIC,2021-05-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-06-01,2021,761951.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,-479724.13,over_allocated
NIC,2021-07-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-08-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-09-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-10-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-11-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
NIC,2021-12-01,2021,0.0,0.329664,4.9,36.58,0.0,6.0,282226.87,0,282226.87,under_allocated
PAN,2021-01-01,2021,375618.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,-93391.13,over_allocated
PAN,2021-02-01,2021,7728133.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,-7445906.13,over_allocated
PAN,2021-03-01,2021,1943163.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,-1660936.13,over_allocated
PAN,2021-04-01,2021,588658.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,-306431.13,over_allocated
PAN,2021-05-01,2021,0.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,282226.87,under_allocated
PAN,2021-06-01,2021,7259987.0,0.318809,4.1,10637.0,0.2611,5.5,282226.87,0,-6977760.13,over_allocated
PAN,2021-07-01,2021,3582772.0,0.335604,4.1,10637.0,0.3771,5.5,282226.87,0,-3300545.13,over_allocated
PAN,2021-08-01,2021,904923.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,-622696.13,over_allocated
PAN,2021-09-01,2021,0.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,282226.87,under_allocated
PAN,2021-10-01,2021,0.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,282226.87,under_allocated
PAN,2021-11-01,2021,0.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,282226.87,under_allocated
PAN,2021-12-01,2021,932505.0,0.281007,4.1,10637.0,0.0,5.5,282226.87,0,-650278.13,over_allocated
PRI,2021-01-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-02-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-03-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-04-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-05-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-06-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-07-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-08-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-09-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-10-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-11-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
PRI,2021-12-01,2021,0.0,0.213986,,,0.0,,282226.87,0,282226.87,under_allocated
SLV,2021-01-01,2021,365048.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-82821.13,over_allocated
SLV,2021-02-01,2021,712500.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-430273.13,over_allocated
SLV,2021-03-01,2021,154142.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,128084.87,under_allocated
SLV,2021-04-01,2021,1191422.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-909195.13,over_allocated
SLV,2021-05-01,2021,7000000.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-6717773.13,over_allocated
SLV,2021-06-01,2021,1250060.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-967833.13,over_allocated
SLV,2021-07-01,2021,0.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,282226.87,under_allocated
SLV,2021-08-01,2021,0.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,282226.87,under_allocated
SLV,2021-09-01,2021,0.0,0.193722,3.6,13.67,0.3002,3.7,282226.87,0,282226.87,under_allocated
SLV,2021-10-01,2021,157233.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,124993.87,under_allocated
SLV,2021-11-01,2021,970734.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-688507.13,over_allocated
SLV,2021-12-01,2021,337839.0,0.150259,3.6,13.67,0.0,3.7,282226.87,0,-55612.13,over_allocated
SUR,2021-01-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-02-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-03-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-04-01,2021,0.0,0.244225,3.1,180.17,0.3006,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-05-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-06-01,2021,15723.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,266503.87,under_allocated
SUR,2021-07-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-08-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-09-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-10-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-11-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
SUR,2021-12-01,2021,0.0,0.200703,3.1,180.17,0.0,5.2,282226.87,0,282226.87,under_allocated
TTO,2021-01-01,2021,361486.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,-79259.13,over_allocated
TTO,2021-02-01,2021,7728133.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,-7445906.13,over_allocated
TTO,2021-03-01,2021,463373.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,-181146.13,over_allocated
TTO,2021-04-01,2021,588658.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,-306431.13,over_allocated
TTO,2021-05-01,2021,0.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,282226.87,under_allocated
TTO,2021-06-01,2021,7622200.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,-7339973.13,over_allocated
TTO,2021-07-01,2021,2082772.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,-1800545.13,over_allocated
TTO,2021-08-01,2021,4.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,282222.87,under_allocated
TTO,2021-09-01,2021,39412.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,242814.87,under_allocated
TTO,2021-10-01,2021,0.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,282226.87,under_allocated
TTO,2021-11-01,2021,0.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,282226.87,under_allocated
TTO,2021-12-01,2021,0.0,0.141887,2.9,2564.0,0.0,3.5,282226.87,0,282226.87,under_allocated
BHS,2022-01-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-02-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-03-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-04-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-05-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-06-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-07-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-08-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-09-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-10-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-11-01,2022,0.0,0.066912,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BHS,2022-12-01,2022,0.0,0.04927,2.2,3.42,0.0,3.1,718186.66,0,718186.66,under_allocated
BLZ,2022-01-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-02-01,2022,11616379.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,-10898192.34,over_allocated
BLZ,2022-03-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-04-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-05-01,2022,1000000.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,-281813.34,over_allocated
BLZ,2022-06-01,2022,1850000.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,-1131813.34,over_allocated
BLZ,2022-07-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-08-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-09-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-10-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BLZ,2022-11-01,2022,23493.0,0.289896,3.5,177.25,0.3931,5.0,718186.66,0,694693.66,under_allocated
BLZ,2022-12-01,2022,0.0,0.211265,3.5,177.25,0.0,5.0,718186.66,0,718186.66,under_allocated
BRB,2022-01-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-02-01,2022,10000000.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,-9281813.34,over_allocated
BRB,2022-03-01,2022,12250712.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,-11532525.34,over_allocated
BRB,2022-04-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-05-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-06-01,2022,894200.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,-176013.34,over_allocated
BRB,2022-07-01,2022,150000.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,568186.66,under_allocated
BRB,2022-08-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-09-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-10-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-11-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
BRB,2022-12-01,2022,0.0,0.019608,2.1,0.0,0.0,2.6,718186.66,0,718186.66,under_allocated
CRI,2022-01-01,2022,4667586.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-3949399.34,over_allocated
CRI,2022-02-01,2022,11643592.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-10925405.34,over_allocated
CRI,2022-03-01,2022,2721715.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-2003528.34,over_allocated
CRI,2022-04-01,2022,3961880.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-3243693.34,over_allocated
CRI,2022-05-01,2022,2622543.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-1904356.34,over_allocated
CRI,2022-06-01,2022,5426376.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-4708189.34,over_allocated
CRI,2022-07-01,2022,6971598.0,0.116483,3.1,3226.0,0.0,2.3,718186.66,0,-6253411.34,over_allocated
CRI,2022-08-01,2022,59302.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,658884.66,under_allocated
CRI,2022-09-01,2022,6917000.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-6198813.34,over_allocated
CRI,2022-10-01,2022,0.0,0.162444,3.1,3226.0,0.4112,2.3,718186.66,0,718186.66,under_allocated
CRI,2022-11-01,2022,5018703.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,-4300516.34,over_allocated
CRI,2022-12-01,2022,59730.0,0.10291,3.1,3226.0,0.0,2.3,718186.66,0,658456.66,under_allocated
CUB,2022-01-01,2022,0.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,718186.66,under_allocated
CUB,2022-02-01,2022,10000000.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,-9281813.34,over_allocated
CUB,2022-03-01,2022,0.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,718186.66,under_allocated
CUB,2022-04-01,2022,0.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,718186.66,under_allocated
CUB,2022-05-01,2022,0.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,718186.66,under_allocated
CUB,2022-06-01,2022,0.0,0.163688,2.7,15.17,0.3759,3.8,718186.66,0,718186.66,under_allocated
CUB,2022-07-01,2022,0.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,718186.66,under_allocated
CUB,2022-08-01,2022,328256.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,389930.66,under_allocated
CUB,2022-09-01,2022,397685.0,0.222621,2.7,15.17,0.5767,3.8,2154559.99,1,1756874.99,under_allocated
CUB,2022-10-01,2022,4809731.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,-4091544.34,over_allocated
CUB,2022-11-01,2022,2736766.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,-2018579.34,over_allocated
CUB,2022-12-01,2022,514403.0,0.109265,2.7,15.17,0.0,3.8,718186.66,0,203783.66,under_allocated
DOM,2022-01-01,2022,5122120.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,-4403933.34,over_allocated
DOM,2022-02-01,2022,12262213.0,0.398453,4.2,10123.0,0.1811,4.6,718186.66,0,-11544026.34,over_allocated
DOM,2022-03-01,2022,2150848.0,0.397498,4.2,10123.0,0.1745,4.6,718186.66,0,-1432661.34,over_allocated
DOM,2022-04-01,2022,2237880.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,-1519693.34,over_allocated
DOM,2022-05-01,2022,988520.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,-270333.34,over_allocated
DOM,2022-06-01,2022,3085508.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,-2367321.34,over_allocated
DOM,2022-07-01,2022,71598.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,646588.66,under_allocated
DOM,2022-08-01,2022,59302.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,658884.66,under_allocated
DOM,2022-09-01,2022,424496.0,0.473718,4.2,10123.0,0.5322,4.6,179546666.0,1,179122170.0,under_allocated
DOM,2022-10-01,2022,340478.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,377708.66,under_allocated
DOM,2022-11-01,2022,5070641.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,-4352454.34,over_allocated
DOM,2022-12-01,2022,5303.0,0.372234,4.2,10123.0,0.0,4.6,718186.66,0,712883.66,under_allocated
GTM,2022-01-01,2022,0.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,718186.66,under_allocated
GTM,2022-02-01,2022,17149629.0,0.349556,5.0,185.0,0.4258,5.0,718186.66,0,-16431442.34,over_allocated
GTM,2022-03-01,2022,938491.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,-220304.34,over_allocated
GTM,2022-04-01,2022,2654348.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,-1936161.34,over_allocated
GTM,2022-05-01,2022,0.0,0.394004,5.0,185.0,0.7328,5.0,2154559.99,1,2154559.99,under_allocated
GTM,2022-06-01,2022,14963208.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,-14245021.34,over_allocated
GTM,2022-07-01,2022,11500000.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,-10781813.34,over_allocated
GTM,2022-08-01,2022,0.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,718186.66,under_allocated
GTM,2022-09-01,2022,6235837.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,-5517650.34,over_allocated
GTM,2022-10-01,2022,1478261.0,0.37241,5.0,185.0,0.5274,5.0,2154559.99,1,676298.99,under_allocated
GTM,2022-11-01,2022,0.0,0.309626,5.0,185.0,0.0,5.0,718186.66,0,718186.66,under_allocated
GTM,2022-12-01,2022,337649.0,0.287909,5.0,185.0,0.0,5.0,718186.66,0,380537.66,under_allocated
GUY,2022-01-01,2022,4616374.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-3898187.34,over_allocated
GUY,2022-02-01,2022,10492213.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-9774026.34,over_allocated
GUY,2022-03-01,2022,2900159.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-2181972.34,over_allocated
GUY,2022-04-01,2022,1537880.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-819693.34,over_allocated
GUY,2022-05-01,2022,674385.0,0.298843,4.1,2410.0,0.2027,4.9,718186.66,0,43801.66,under_allocated
GUY,2022-06-01,2022,3543626.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-2825439.34,over_allocated
GUY,2022-07-01,2022,571598.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,146588.66,under_allocated
GUY,2022-08-01,2022,59302.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,658884.66,under_allocated
GUY,2022-09-01,2022,2573173.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-1854986.34,over_allocated
GUY,2022-10-01,2022,0.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,718186.66,under_allocated
GUY,2022-11-01,2022,5021057.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,-4302870.34,over_allocated
GUY,2022-12-01,2022,5303.0,0.269496,4.1,2410.0,0.0,4.9,718186.66,0,712883.66,under_allocated
HND,2022-01-01,2022,1307724.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,-589537.34,over_allocated
HND,2022-02-01,2022,11844150.0,0.385454,5.4,22.67,0.2444,5.9,718186.66,0,-11125963.34,over_allocated
HND,2022-03-01,2022,5699987.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,-4981800.34,over_allocated
HND,2022-04-01,2022,17902405.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,-17184218.34,over_allocated
HND,2022-05-01,2022,130435.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,587751.66,under_allocated
HND,2022-06-01,2022,53816049.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,-53097862.34,over_allocated
HND,2022-07-01,2022,10411821.0,0.424386,5.4,22.67,0.5133,5.9,2154559.99,1,-8257261.01,over_allocated
HND,2022-08-01,2022,0.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,718186.66,under_allocated
HND,2022-09-01,2022,258121.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,460065.66,under_allocated
HND,2022-10-01,2022,2331524.0,0.432167,5.4,22.67,0.5014,5.9,2154559.99,1,-176964.01,over_allocated
HND,2022-11-01,2022,0.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,718186.66,under_allocated
HND,2022-12-01,2022,0.0,0.35007,5.4,22.67,0.0,5.9,718186.66,0,718186.66,under_allocated
HTI,2022-01-01,2022,1208006.0,0.530642,6.5,0.0,0.4217,7.2,179546666.0,0,178338660.0,under_allocated
HTI,2022-02-01,2022,13031907.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-12313720.34,over_allocated
HTI,2022-03-01,2022,19876958.0,0.509055,6.5,0.0,0.2726,7.2,179546666.0,0,159669708.0,under_allocated
HTI,2022-04-01,2022,18566147.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-17847960.34,over_allocated
HTI,2022-05-01,2022,941848.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-223661.34,over_allocated
HTI,2022-06-01,2022,28924357.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-28206170.34,over_allocated
HTI,2022-07-01,2022,43737390.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-43019203.34,over_allocated
HTI,2022-08-01,2022,33910217.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-33192030.34,over_allocated
HTI,2022-09-01,2022,5593305.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-4875118.34,over_allocated
HTI,2022-10-01,2022,18569198.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-17851011.34,over_allocated
HTI,2022-11-01,2022,16589497.0,0.469588,6.5,0.0,0.0,7.2,718186.66,0,-15871310.34,over_allocated
HTI,2022-12-01,2022,8853240.0,0.469588,6.5,0.0,0.0,7.2,28727466.56,0,19874226.56,under_allocated
JAM,2022-01-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-02-01,2022,10000000.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,-9281813.34,over_allocated
JAM,2022-03-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-04-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-05-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-06-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-07-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-08-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-09-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-10-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-11-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
JAM,2022-12-01,2022,0.0,0.114583,3.0,2.58,0.0,3.6,718186.66,0,718186.66,under_allocated
NIC,2022-01-01,2022,0.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-02-01,2022,11997902.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,-11279715.34,over_allocated
NIC,2022-03-01,2022,391543.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,326643.66,under_allocated
NIC,2022-04-01,2022,3907630.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,-3189443.34,over_allocated
NIC,2022-05-01,2022,0.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-06-01,2022,5782184.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,-5063997.34,over_allocated
NIC,2022-07-01,2022,0.0,0.400593,4.8,36.33,0.3637,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-08-01,2022,0.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-09-01,2022,0.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-10-01,2022,0.0,0.411913,4.8,36.33,0.395,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-11-01,2022,0.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,718186.66,under_allocated
NIC,2022-12-01,2022,984912.0,0.334363,4.8,36.33,0.0,6.2,718186.66,0,-266725.34,over_allocated
PAN,2022-01-01,2022,4771383.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-4053196.34,over_allocated
PAN,2022-02-01,2022,12821922.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-12103735.34,over_allocated
PAN,2022-03-01,2022,4950418.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-4232231.34,over_allocated
PAN,2022-04-01,2022,5984493.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-5266306.34,over_allocated
PAN,2022-05-01,2022,4418859.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-3700672.34,over_allocated
PAN,2022-06-01,2022,16370162.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-15651975.34,over_allocated
PAN,2022-07-01,2022,7390935.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-6672748.34,over_allocated
PAN,2022-08-01,2022,159302.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,558884.66,under_allocated
PAN,2022-09-01,2022,1000000.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,-281813.34,over_allocated
PAN,2022-10-01,2022,0.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,718186.66,under_allocated
PAN,2022-11-01,2022,4989291.0,0.296003,4.1,10987.0,0.1636,5.4,718186.66,0,-4271104.34,over_allocated
PAN,2022-12-01,2022,323385.0,0.272317,4.1,10987.0,0.0,5.4,718186.66,0,394801.66,under_allocated
PRI,2022-01-01,2022,0.0,0.213986,,,0.0,,718186.66,0,718186.66,under_allocated
