iso3,year,month,country_role,funding_usd,flow_count,has_cerf,has_echo,sector_mix
TTO,2022,2,tier1,801213,3,0,0,Coordination and support services | Multipurpose Cash | Unearmarked
TTO,2022,3,tier1,15150871,4,0,0,Coordination and support services | Food Security | Health | Unearmarked
TTO,2022,4,tier1,1937880,5,0,0,Early Recovery | Protection | Unearmarked
TTO,2022,5,tier1,683496,4,0,0,Coordination and support services | Education | Unearmarked
TTO,2022,6,tier1,2910630,8,0,0,Coordination and support services | Early Recovery | Emergency Shelter and NFI | Unearmarked
TTO,2022,7,tier1,1171598,3,0,0,Multipurpose Cash | Protection - Gender-Based Violence | Unearmarked
TTO,2022,8,tier1,59302,1,0,0,Unearmarked
TTO,2022,9,tier1,1461279,5,0,0,Early Recovery | Education | Multipurpose Cash | Protection | Protection - Gender-Based Violence
TTO,2022,10,tier1,340478,1,0,1,Multipurpose Cash
TTO,2022,11,tier1,4989291,3,0,0,Early Recovery | Emergency Shelter and NFI | Protection - Gender-Based Violence
TTO,2022,12,tier1,5303,1,0,0,Multipurpose Cash
TTO,2023,3,tier1,598777,3,0,0,Protection | Protection - Human Trafficking & Smuggling | Unearmarked
TTO,2023,4,tier1,404489,3,0,0,Health | Protection - Child Protection | Protection - Human Trafficking & Smuggling
TTO,2023,5,tier1,356291,2,0,1,Multipurpose Cash | Protection - Child Protection
TTO,2023,6,tier1,7600248,15,0,1,Coordination and support services | Early Recovery | Education | Emergency Shelter and NFI | Food Security | Health | Protection | Protection - Gender-Based Violence
TTO,2023,7,tier1,822245,5,0,0,Coordination and support services | Early Recovery | Education | Emergency Shelter and NFI | Food Security
TTO,2023,9,tier1,1330999,8,0,0,Early Recovery | Education | Emergency Shelter and NFI | Food Security | Health | Protection | Water Sanitation Hygiene
TTO,2023,11,tier1,171830,1,0,0,Early Recovery
TTO,2024,6,tier1,7146738,7,0,0,Early Recovery | Health | Other | Unearmarked
TTO,2024,8,tier1,3054854,4,0,0,Multi-sector | Unearmarked
TTO,2024,11,tier1,1000000,5,0,0,Early Recovery | Education | Health | Protection | Protection - Gender-Based Violence
VEN,2019,1,pressure,440000,2,0,0,Coordination and support services | Protection
VEN,2019,3,pressure,144788,1,0,0,Multi-sector
VEN,2019,4,pressure,3062585,5,0,0,Health | Nutrition | Protection | Unearmarked | Water Sanitation Hygiene
VEN,2019,5,pressure,2309493,3,0,1,Multi-sector | Unearmarked
VEN,2019,6,pressure,13349765,11,1,0,Emergency Shelter and NFI | Health | Multi-sector | Protection | Unearmarked
VEN,2019,7,pressure,2985743,6,0,1,Nutrition | Protection | Unearmarked
VEN,2019,8,pressure,3619437,4,0,1,Food Security | Unearmarked
VEN,2019,9,pressure,17400768,12,0,1,Education | Health | Nutrition | Protection | Water Sanitation Hygiene
VEN,2019,10,pressure,32323752,14,1,0,Education | Food Security | Health | Nutrition | Protection | Water Sanitation Hygiene
VEN,2019,11,pressure,108319,1,0,0,Unearmarked
VEN,2020,1,pressure,25534,1,0,0,Health
VEN,2020,2,pressure,599250,1,0,0,Water Sanitation Hygiene
VEN,2020,3,pressure,2631242,6,0,0,Coordination and support services | Education | Health | Protection - Child Protection | Unearmarked
VEN,2020,4,pressure,5824335,12,1,0,Emergency Shelter and NFI | Health | Multi-sector | Nutrition | Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2020,5,pressure,18998387,18,0,0,COVID-19 | Coordination and support services | Education | Health | Nutrition | Other | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2020,6,pressure,26625907,16,0,1,Coordination and support services | Food Security | Health | Protection | Unearmarked | Water Sanitation Hygiene
VEN,2020,7,pressure,9797211,7,0,0,Education | Protection | Unearmarked
VEN,2020,9,pressure,4978922,3,0,1,Multi-sector | Protection | Water Sanitation Hygiene
VEN,2020,10,pressure,3425069,10,0,0,Coordination and support services | Health | Unearmarked | Water Sanitation Hygiene
VEN,2020,11,pressure,29448828,31,0,1,Coordination and support services | Education | Health | Multi-sector | Nutrition | Protection | Protection - Child Protection | Unearmarked | Water Sanitation Hygiene
VEN,2020,12,pressure,5411885,7,0,0,Coordination and support services | Food Security | Health | Unearmarked
VEN,2021,1,pressure,28917571,8,0,0,Education | Health | Multi-sector | Nutrition | Protection - Child Protection | Unearmarked | Water Sanitation Hygiene
VEN,2021,2,pressure,5600962,2,0,0,Health | Multi-sector
VEN,2021,3,pressure,13773203,13,0,0,Coordination and support services | Food Security | Multi-sector | Nutrition | Protection | Unearmarked | Water Sanitation Hygiene
VEN,2021,4,pressure,16798333,31,0,0,COVID-19 | Coordination and support services | Education | Health | Multi-sector | Nutrition | Protection - Child Protection | Unearmarked | Water Sanitation Hygiene
VEN,2021,5,pressure,1638369,2,0,0,Food Security | Unearmarked
VEN,2021,6,pressure,23661610,22,0,1,Coordination and support services | Food Security | Health | Multi-sector | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2021,7,pressure,2816571,4,0,0,Food Security | Protection - Gender-Based Violence | Unearmarked
VEN,2021,8,pressure,9210582,12,1,1,Coordination and support services | Emergency Shelter and NFI | Food Security | Health | Protection
VEN,2021,9,pressure,11792810,9,1,0,Education | Food Security | Health | Multi-sector | Nutrition | Protection - Child Protection
VEN,2021,11,pressure,5742094,9,1,0,Health | Multi-sector | Protection - Child Protection | Protection - Gender-Based Violence
VEN,2021,12,pressure,1833671,3,0,0,Unearmarked
VEN,2022,1,pressure,1212833,1,0,0,Food Security
VEN,2022,2,pressure,4678211,11,0,0,Coordination and support services | Emergency Shelter and NFI | Food Security | Health | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Water Sanitation Hygiene
VEN,2022,3,pressure,7938202,9,0,0,Coordination and support services | Education | Food Security | Health | Multi-sector | Unearmarked
VEN,2022,4,pressure,3165858,8,0,0,Education | Emergency Shelter and NFI | Health | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Water Sanitation Hygiene
VEN,2022,5,pressure,4374504,5,0,1,Education | Food Security | Unearmarked
VEN,2022,6,pressure,19996407,37,1,1,Coordination and support services | Education | Emergency Shelter and NFI | Food Security | Health | Multi-sector | Nutrition | Other | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2022,7,pressure,20457758,15,0,0,Coordination and support services | Emergency Shelter and NFI | Food Security | Health | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2022,8,pressure,45500000,11,0,0,Coordination and support services | Food Security | Health | Nutrition | Protection | Protection - Gender-Based Violence | Water Sanitation Hygiene
VEN,2022,9,pressure,25277480,19,0,1,Early Recovery | Education | Food Security | Health | Nutrition | Protection | Protection - Child Protection | Water Sanitation Hygiene
VEN,2022,10,pressure,5103410,4,0,0,Food Security | Unearmarked | Water Sanitation Hygiene
VEN,2022,11,pressure,1902971,4,0,0,Education | Food Security | Nutrition | Unearmarked
VEN,2022,12,pressure,30667120,14,1,0,Emergency Shelter and NFI | Food Security | Health | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2023,1,pressure,5754958,14,1,1,Coordination and support services | Emergency Shelter and NFI | Food Security | Health | Multi-sector | Protection | Protection - Gender-Based Violence | Unearmarked
VEN,2023,2,pressure,2929954,4,0,0,Coordination and support services | Unearmarked
VEN,2023,3,pressure,1434192,1,0,0,Unearmarked
VEN,2023,4,pressure,3168088,5,0,0,Coordination and support services | Food Security | Unearmarked
VEN,2023,5,pressure,19658959,17,0,1,Coordination and support services | Education | Emergency Shelter and NFI | Food Security | Health | Multi-sector | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2023,6,pressure,75811213,113,1,1,Coordination and support services | Education | Emergency Shelter and NFI | Food Security | Health | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2023,7,pressure,10345736,18,0,1,Coordination and support services | Education | Emergency Shelter and NFI | Multi-sector | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2023,8,pressure,5990381,4,0,1,Food Security | Nutrition | Protection - Gender-Based Violence | Unearmarked
VEN,2023,9,pressure,34321343,10,0,0,Coordination and support services | Education | Food Security | Multi-sector | Protection | Unearmarked | Water Sanitation Hygiene
VEN,2023,10,pressure,5021850,5,0,0,Food Security | Nutrition | Unearmarked
VEN,2023,11,pressure,7563599,21,0,0,Education | Emergency Shelter and NFI | Health | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2023,12,pressure,3357877,10,1,0,Emergency Shelter and NFI | Health | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked
VEN,2024,1,pressure,549305,7,0,0,Education | Emergency Shelter and NFI | Food Security | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Water Sanitation Hygiene
VEN,2024,2,pressure,22555123,6,0,0,Coordination and support services | Food Security | Unearmarked
VEN,2024,3,pressure,2233375,12,0,0,Education | Emergency Shelter and NFI | Food Security | Health | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked
VEN,2024,4,pressure,2021655,3,0,0,Coordination and support services | Unearmarked
VEN,2024,5,pressure,5983939,12,0,1,Education | Emergency Shelter and NFI | Food Security | Health | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2024,6,pressure,24061265,42,0,1,Coordination and support services | Education | Emergency Shelter and NFI | Food Security | Health | Multi-sector | Nutrition | Protection | Protection - Child Protection | Protection - Gender-Based Violence | Unearmarked | Water Sanitation Hygiene
VEN,2024,8,pressure,4154734,3,0,0,Coordination and support services | Food Security | Unearmarked
VEN,2024,9,pressure,53471618,4,0,0,Coordination and support services | Food Security | Unearmarked
VEN,2024,10,pressure,4277046,6,0,0,Emergency Shelter and NFI | Health | Protection | Unearmarked
VEN,2024,11,pressure,11466783,6,0,1,Education | Food Security | Multi-sector | Protection - Child Protection | Water Sanitation Hygiene
VEN,2024,12,pressure,2000000,1,0,0,Unearmarked
