DisNo.,ISO,Country,Disaster Type,Disaster Subtype,Associated Types,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",AID Contribution ('000 US$),Event Name,Location,ISO3,country_role,disaster_category,event_year,event_month,year_month,log_affected,log_deaths,norm_affected,norm_deaths,severity_score,severity_data_flag
2024-0877-CRI,CRI,Costa Rica,Flood,Flood (General),,2024,11,12.0,2024,11,26.0,8.0,,1098668.0,,1098668.0,,,,,"Guanacaste, Puntarenas",CRI,tier1,flood,2024,11,2024-11,13.909610005127542,2.1972245773362196,0.9070926991723092,0.2797589140879626,0.5934,ok
2019-0445-HTI,HTI,Haiti,Flood,Flash flood,,2019,9,18.0,2019,9,21.0,6.0,,1175.0,150.0,1325.0,,,,,Petite Goave,HTI,tier1,flood,2019,9,2019-09,7.189922170745808,1.9459101490553132,0.4688791350941145,0.24776061392524554,0.3583,ok
2019-0653-COL,COL,Colombia,Flood,Flood (General),,2019,12,26.0,2019,12,26.0,18.0,,,,,,,,,Chaparral municipality (Tolima Department),COL,pressure_input,flood,2019,12,2019-12,0.0,2.9444389791664403,0.0,0.37489706783114357,0.1874,ok
2020-0158-PRI,PRI,Puerto Rico,Earthquake,Ground movement,"Slide (land, mud, snow, rock)",2020,5,2.0,2020,5,2.0,,,150.0,,150.0,150000.0,181806.0,,,"Ponce, Peñuelas, Guayanilla provinces",PRI,tier1,earthquake,2020,5,2020-05,5.017279836814924,0.0,0.32719378242823144,0.0,0.1636,ok
2020-0207-CUB,CUB,Cuba,Storm,Storm (General),Flood,2020,5,25.0,2020,5,26.0,,3.0,3830.0,,3833.0,,,,,"Sancti Spiritus, Villa Clara, Cienfuegos, Camaguey, Ciego de Avila provinces (central Cuba)",CUB,tier1,storm,2020,5,2020-05,8.251663923605589,0.0,0.5381189047260803,0.0,0.2691,ok
2020-0218-GTM,GTM,Guatemala,Storm,Tropical cyclone,"Slide (land, mud, snow, rock)",2020,5,30.0,2020,5,31.0,2.0,,306000.0,886.0,306886.0,,,,Tropical storm 'Amanda',"Chiquimula, El Progreso, Jalapa, Jutiapa, Santa Rosa",GTM,tier1,storm,2020,5,2020-05,12.63423488063604,1.0986122886681098,0.8239211750457699,0.1398794570439813,0.4819,ok
2020-0312-DOM,DOM,Dominican Republic,Storm,Tropical cyclone,,2020,7,31.0,2020,8,2.0,2.0,,5595.0,,5595.0,165000.0,199986.0,,Hurricane 'Isaias',"Duarte, Hato Mayor, El Seibo, Monte Plata, María Trinidad Sánchez, Samaná, San Cristóbal and San Pedro de Macorís departments",DOM,tier1,storm,2020,7,2020-07,8.629807335785372,1.0986122886681098,0.5627789152009923,0.1398794570439813,0.3513,ok
2020-0495-PAN,PAN,Panama,Storm,Tropical cyclone,,2020,11,17.0,2020,11,18.0,4.0,,,,,,,,Hurricane 'Iota',"Nole Duima, Soloy (Ngäbe-Buglé Comarca)",PAN,tier1,storm,2020,11,2020-11,0.0,1.6094379124341003,0.0,0.20491970066183332,0.1025,ok
2020-0498-VEN,VEN,Venezuela,Flood,Flood (General),,2020,11,8.0,2020,11,17.0,3.0,,3690.0,,3690.0,30000.0,36361.0,,,Tachira State,VEN,pressure_input,flood,2020,11,2020-11,8.213652703029998,1.3862943611198906,0.5356400645099969,0.17650822272493677,0.3561,ok
2020-0474-GTM,GTM,Guatemala,Storm,Tropical cyclone,"Flood|Slide (land, mud, snow, rock)",2020,11,3.0,2020,11,4.0,160.0,30.0,2415858.0,,2415888.0,386000.0,467847.0,,Hurricane 'Eta',"Alta Verapaz,Petén, Quiché, Sololá, Izabal, Chiquimula, Zacapa, Jutiapa, El Progreso, Santa Rosa departments",GTM,tier1,storm,2020,11,2020-11,14.697577893272788,5.081404364984463,0.9584787494106186,0.6469835545501266,0.8027,ok
2020-0474-PAN,PAN,Panama,Storm,Tropical cyclone,,2020,11,3.0,2020,11,4.0,79.0,,5000.0,,5000.0,11000.0,13332.0,,Hurricane 'Eta',"Bocas del Toro, Chiriquí, Coclé, Colón, Comarca Ngäbe Buglé, Herrera, Veraguas",PAN,tier1,storm,2020,11,2020-11,8.517393171418904,4.382026634673881,0.5554480074514012,0.5579361461117068,0.5567,ok
2021-0588-GTM,GTM,Guatemala,Flood,Flood (General),"Slide (land, mud, snow, rock)",2021,9,13.0,2021,9,14.0,2.0,,11799.0,,11799.0,,,,,"San Marcos, Sololá, Guatemala and Santa Rosa Departments",GTM,tier1,flood,2021,9,2021-09,9.375854810453756,1.0986122886681098,0.6114311935364858,0.1398794570439813,0.3757,ok
2021-0625-COL,COL,Colombia,Flood,Riverine flood,,2021,9,22.0,2021,9,29.0,,,2000.0,,2000.0,,,,,Ibagué City (central Tolima Departement),COL,pressure_input,flood,2021,9,2021-09,7.601402334583733,0.0,0.4957131478618352,0.0,0.2479,ok
2022-0069-HTI,HTI,Haiti,Flood,Flood (General),,2022,1,30.0,2022,1,31.0,5.0,,12500.0,,12500.0,,,,,"North-West, North, North-East and Nippes Departments",HTI,tier1,flood,2022,1,2022-01,9.433563920090563,1.791759469228055,0.615194599700137,0.2281335684064497,0.4217,ok
2022-0130-HTI,HTI,Haiti,Flood,Flash flood,,2022,3,5.0,2022,3,6.0,2.0,,500.0,,500.0,,,,,Limbé Arrondissement,HTI,tier1,flood,2022,3,2022-03,6.2166061010848646,1.0986122886681098,0.405405903245697,0.1398794570439813,0.2726,ok
2022-0192-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,3,15.0,2022,4,3.0,10.0,14.0,5500.0,,5514.0,,,,,"Cundinamarca, Cauca, Antioquia, Huila, Nariño, Caldas, Quindío, Risaralda, Tolima, and Valle del Cauca",COL,pressure_input,flood,2022,3,2022-03,8.615226931687603,2.3978952727983707,0.5618280777509709,0.3053090633220603,0.4336,ok
2022-0518-VEN,VEN,Venezuela,Flood,Flood (General),,2022,8,10.0,2022,8,11.0,,,2000.0,,2000.0,,,,,"Barinas, Táchira, and Miranda states",VEN,pressure_input,flood,2022,8,2022-08,7.601402334583733,0.0,0.4957131478618352,0.0,0.2479,ok
2022-0647-SLV,SLV,El Salvador,Storm,Tropical cyclone,Flood,2022,10,10.0,2022,10,11.0,10.0,,9273.0,,9273.0,17000.0,18222.0,,Hurricane 'Julia',"San Salvador, La Libertad, La Paz, San Vicente, Usulután, San Miguel, La Unión and Sonsonate",SLV,tier1,storm,2022,10,2022-10,9.134970064951407,2.3978952727983707,0.5957222848103164,0.3053090633220603,0.4505,ok
2022-0712-VEN,VEN,Venezuela,Flood,Flood (General),,2022,10,27.0,2022,11,2.0,3.0,,2000.0,,2000.0,,,,,Macuto and Caraballeda Parishes (La Guaira State),VEN,pressure_input,flood,2022,10,2022-10,7.601402334583733,1.3862943611198906,0.4957131478618352,0.17650822272493677,0.3361,ok
2023-0365-GTM,GTM,Guatemala,Flood,Flood (General),,2023,5,,2023,10,11.0,78.0,5.0,4400000.0,,4400005.0,,,,,"Alta Verapaz, Escuintla, Baja Verapaz, Guatemala, Suchitepéques, Zacapa and Totonicapán Departments",GTM,tier1,flood,2023,5,2023-05,15.297116462523924,4.3694478524670215,0.9975766866525284,0.5563345681542063,0.777,ok
2023-0810-COL,COL,Colombia,Flood,Flood (General),,2023,10,30.0,2023,11,28.0,,,41088.0,,41088.0,,,,,"Atlantico, Bolivar, Magdalena, La Guajira",COL,pressure_input,flood,2023,10,2023-10,10.6234957247597,0.0,0.6927940760427813,0.0,0.3464,ok
2023-9167-HND,HND,Honduras,Drought,Drought,,2023,1,,2023,7,,,,10300.0,,10300.0,,,,,"Choculeta, Sabanagrande, Tegulcipalga, Jacaleapa, Lepaguare, Catacamas, Yoro, Flores, La Lima, Sana Rosa de Copan, Ocotepeque, La Esperanza",HND,tier1,drought,2023,1,2023-01,9.239996256883693,0.0,0.6025713978974933,0.0,0.3013,ok
2019-0412-BHS,BHS,Bahamas,Storm,Tropical cyclone,,2019,9,1.0,2019,9,4.0,356.0,,14940.0,,14940.0,3400000.0,4171763.0,,Tropical cyclone 'Dorian',"Great Abaco, Grand Bahama",BHS,tier1,storm,2019,9,2019-09,9.611864390851085,5.877735781779639,0.6268221762624011,0.7483754717508857,0.6876,ok
2020-0312-CUB,CUB,Cuba,Storm,Tropical cyclone,,2020,7,31.0,2020,8,2.0,,,500.0,,500.0,,,,Hurricane 'Isaias',Baracoa,CUB,tier1,storm,2020,7,2020-07,6.2166061010848646,0.0,0.405405903245697,0.0,0.2027,ok
2020-0376-DOM,DOM,Dominican Republic,Storm,Tropical cyclone,,2020,8,26.0,2020,8,27.0,4.0,,10000.0,,10000.0,,,,Hurricane 'Laura',,DOM,tier1,storm,2020,8,2020-08,9.210440366976517,1.6094379124341003,0.6006439583831966,0.20491970066183332,0.4028,ok
2020-0474-NIC,NIC,Nicaragua,Storm,Tropical cyclone,"Flood|Slide (land, mud, snow, rock)",2020,11,3.0,2020,11,4.0,2.0,,30000.0,,30000.0,178000.0,215743.0,,Hurricane 'Eta',"Bonanza Municipality, Bilwi, Jinotega, Yali, Wiwili, Ocotal.",NIC,tier1,storm,2020,11,2020-11,10.308985993422082,1.0986122886681098,0.6722838330517967,0.1398794570439813,0.4061,ok
2020-0495-COL,COL,Colombia,Storm,Tropical cyclone,"Flood|Slide (land, mud, snow, rock)",2020,11,14.0,2020,11,17.0,23.0,,228000.0,,228000.0,100000.0,121204.0,,Hurricane 'Iota',"San Andre, Providencia Islands (Caribbean Sea), Bolivar, Choco, Guajira, Santa Catalina, Sucre, Atlántico, Magdalena,La Guajira Departments",COL,pressure_input,storm,2020,11,2020-11,12.337105293891872,3.1780538303479458,0.804544350048925,0.4046417911313865,0.6046,ok
2020-0495-HND,HND,Honduras,Storm,Tropical cyclone,,2020,11,17.0,2020,11,18.0,14.0,,578000.0,,578000.0,,,,Hurricane 'Iota',"Sulla Valley, San Pedro Sula, Santa Barbara, Central District, Santa Rosa de Aguan, Tocoa Copán, Choluteca (Sula Valley); Comayagua; Puerto Cortés, Yoro, Atlántida, Santa Barbara, Olancho, departments",HND,tier1,storm,2020,11,2020-11,13.267330877756825,2.70805020110221,0.8652075056223842,0.34479915770581465,0.605,ok
2021-0269-VEN,VEN,Venezuela,Flood,Flood (General),,2021,4,30.0,2021,5,4.0,,,1200.0,,1200.0,,,,,Febres Cordero Municipality (Merida State),VEN,pressure_input,flood,2021,4,2021-04,7.0909098220799835,0.0,0.46242220506016213,0.0,0.2312,ok
2021-0300-GTM,GTM,Guatemala,Flood,Flood (General),,2021,5,21.0,2021,7,25.0,,1.0,10571.0,,10572.0,,,,,"Livingston Town Area (Izabal Department); Alta Verapaz, Baja Verapaz, Petén, Quetzaltenango, San Marcos, Santa Rosa, Sololá, Suchitepéquez departments",GTM,tier1,flood,2021,5,2021-05,9.266058860732526,0.0,0.604271028416536,0.0,0.3021,ok
2021-0326-GUY,GUY,Guyana,Flood,Flood (General),,2021,5,11.0,2021,6,15.0,,,34500.0,,34500.0,,,,,"Regions 3, 4, 5, 6, 7, 9 and 10",GUY,tier1,flood,2021,5,2021-05,10.448743588106625,0.0,0.68139789834518,0.0,0.3407,ok
2021-0774-COL,COL,Colombia,Flood,Flood (General),,2021,11,19.0,2021,11,20.0,,,14000.0,,14000.0,,,,,Chocó Department,COL,pressure_input,flood,2021,11,2021-11,9.546884034617925,0.0,0.6225845875228903,0.0,0.3113,ok
2022-0328-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,5,25.0,2022,5,27.0,,,5000.0,,5000.0,,,,,Meta Department,COL,pressure_input,flood,2022,5,2022-05,8.517393171418904,0.0,0.5554480074514012,0.0,0.2777,ok
2019-0215-HTI,HTI,Haiti,Flood,Flood (General),,2019,6,3.0,2019,6,6.0,8.0,3.0,3105.0,,3108.0,,,,,"Cabaret, Arcahaie, Cité Soleil, Carrefour, Port-au-Prince, Tabarre and Gressier municipalitities (Ouest department)",HTI,tier1,flood,2019,6,2019-06,8.042056410058754,2.1972245773362196,0.5244496900493276,0.2797589140879626,0.4021,ok
2022-0647-GTM,GTM,Guatemala,Storm,Tropical cyclone,"Flood|Slide (land, mud, snow, rock)",2022,10,9.0,2022,10,10.0,4.0,11.0,457300.0,,457311.0,,,,Hurricane 'Julia',"Alta Verapaz, Izabal, Quiché, Huehuetenango, Zacapa, Petén, Chimaltenango, Totonicapán, Sacatepéquez, Jalapa, Guatemala, Sololá, San Marcos, Quetzaltenango, Chiquimula",GTM,tier1,storm,2022,10,2022-10,13.033121150281522,1.6094379124341003,0.8499338973911206,0.20491970066183332,0.5274,ok
2022-0614-CUB,CUB,Cuba,Storm,Tropical cyclone,,2022,9,26.0,2022,9,28.0,3.0,,3200000.0,,3200000.0,25000.0,26797.0,,Hurricane 'Ian',"Pinar del Rio, Artemisa, Havana, Isla de la Juventud.",CUB,tier1,storm,2022,9,2022-09,14.978661680269907,1.3862943611198906,0.9768091735524026,0.17650822272493677,0.5767,ok
2022-0375-GUY,GUY,Guyana,Flood,Flood (General),,2022,5,15.0,2022,6,2.0,,,500.0,,500.0,,,,,"Mahaica-Berbice, Upper Demerara-Upper Berbice, Cuyuni-Mazaruni, and Upper Takutu-Upper Essequibo Regions",GUY,tier1,flood,2022,5,2022-05,6.2166061010848646,0.0,0.405405903245697,0.0,0.2027,ok
2022-0367-CUB,CUB,Cuba,Storm,Tropical cyclone,,2022,6,2.0,2022,6,3.0,3.0,,6780.0,,6780.0,,,,,"Havana, Pinar del Río, Artemisa, Sancti Spíritus, and Matanzas provinces",CUB,tier1,storm,2022,6,2022-06,8.821879862683842,1.3862943611198906,0.575304614109657,0.17650822272493677,0.3759,ok
2022-0092-GTM,GTM,Guatemala,Earthquake,Ground movement,,2022,2,16.0,2022,2,16.0,3.0,2.0,31300.0,,31302.0,,,,,"Escuintla, Baja Verapaz, Chimaltenango, Guatemala, Quetzaltenango, Sacatepéquez, Sololá, Suchitepéquez and Totonicapán departments",GTM,tier1,earthquake,2022,2,2022-02,10.351469218580617,1.3862943611198906,0.6750543078073358,0.17650822272493677,0.4258,ok
2022-0086-HND,HND,Honduras,Flood,Flood (General),,2022,2,14.0,2022,2,15.0,,,1800.0,,1800.0,,,,,"Cortés, Atlántida and Islas de la Bahía",HND,tier1,flood,2022,2,2022-02,7.496097345175956,0.0,0.48884585344862014,0.0,0.2444,ok
2022-0057-HTI,HTI,Haiti,Earthquake,Ground movement,,2022,1,24.0,2022,1,24.0,2.0,52.0,15.0,950.0,1017.0,,,,,Nippes Department,HTI,tier1,earthquake,2022,1,2022-01,6.925595197110468,1.0986122886681098,0.4516414794092648,0.1398794570439813,0.2958,ok
2021-0693-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2021,10,26.0,2021,10,29.0,2.0,,850.0,,850.0,,,,,"Antioquia, Meta and Putumayo Departments",COL,pressure_input,flood,2021,10,2021-10,6.7464121285733745,1.0986122886681098,0.43995634566177855,0.1398794570439813,0.2899,ok
2021-0551-CUB,CUB,Cuba,Storm,Tropical cyclone,,2021,8,28.0,2021,9,2.0,,,,,,100000.0,115765.0,,Tropical storm 'Ida',Isle of Youth (Isla de la Juventud) and the Pinar del Rio Province,CUB,tier1,storm,2021,8,2021-08,0.0,0.0,0.0,0.0,0.0,no_impact_data
2021-0638-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2021,9,15.0,2021,10,22.0,12.0,17.0,23700.0,,23717.0,,,,,"Antioquia, Norte de Santander, Bolívar, Cauca, Tolima, Córdoba, Madgalena, Sucre, Meta, Cundinamarca, Risaralda, Santanderes, Caldas departments",COL,pressure_input,flood,2021,9,2021-09,10.07398953252474,2.5649493574615367,0.6569589192740034,0.3265790189749251,0.4918,ok
2021-0446-CRI,CRI,Costa Rica,Flood,Flood (General),,2021,7,22.0,2021,7,28.0,3.0,,200000.0,,200000.0,,,,,"Corredores, Quepos, Golfito Canyons (Puntarenas); Sarapiquí, Heredia, San Isidro Cantons (Heredia Province); Jiménez, Turrialba, Paraíso, Cartago, Oreamuno, Alvarado, La Unión Cantons (Cartago Province); Siquirres, Tamanca, Limón, Guácimo, Pococí, Matina Cantons (Limon Province); San José, Alajuelita, Puriscal, Santa Ana, Moravia Cantons (San José); San Carlos, San Ramón, Guatoso Cantons (Alajuela).",CRI,tier1,flood,2021,7,2021-07,12.206077645517674,1.3862943611198906,0.7959995940718604,0.17650822272493677,0.4863,ok
2021-0445-PAN,PAN,Panama,Flood,Flood (General),"Slide (land, mud, snow, rock)",2021,7,22.0,2021,7,28.0,1.0,,27189.0,,27189.0,,,,,"Changuinola, Almirante, Chiriquí Grande (Bocas del Toro Province); Chiriquí, and Nabe-Buglé",PAN,tier1,flood,2021,7,2021-07,10.210604537626516,0.6931471805599453,0.6658680456750691,0.08825411136246838,0.3771,ok
2021-0373-HTI,HTI,Haiti,Storm,Tropical cyclone,,2021,7,3.0,2021,7,3.0,,3.0,,,3.0,,,,Hurricane 'Elsa',"Sud-Est, Sud, Ouest, Nippes, Grande-Anse departments",HTI,tier1,storm,2021,7,2021-07,1.3862943611198906,0.0,0.09040494258372724,0.0,0.0452,ok
2023-0337-CUB,CUB,Cuba,Flood,Flood (General),,2023,6,8.0,2023,6,10.0,6.0,,18500.0,,18500.0,,,,,"Granma, Las Tunas, Santiago de Cuba, and Camagüey",CUB,tier1,flood,2023,6,2023-06,9.825580063659602,1.9459101490553132,0.6407592978949875,0.24776061392524554,0.4443,ok
2023-0339-HTI,HTI,Haiti,Flood,Flood (General),"Lightening|Slide (land, mud, snow, rock)",2023,6,2.0,2023,6,6.0,78.0,143.0,225000.0,,225143.0,420000.0,432388.0,,,"Ouest, Sud-Est, Nippes, Grand'Anse, Nord-Ouest, Centre, Sud",HTI,tier1,flood,2023,6,2023-06,12.324495476473897,4.3694478524670215,0.8037220212191789,0.5563345681542063,0.68,ok
2022-0699-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,10,19.0,2022,10,31.0,26.0,,44000.0,,44000.0,,,,,"Bosconia Municipality (Cesar Department); Montecristo, San Juan Municipalities (Bolivar Department); Bello Municipality (Antioquia Department); Norte de Santander, Nariño, Cauca, Tolima, Atlántico, Boyacá, Magdalena, Guajira departments",COL,pressure_input,flood,2022,10,2022-10,10.691967639914864,3.295836866004329,0.6972593611451459,0.4196383711319439,0.5584,ok
2019-0159-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2019,4,7.0,2019,4,15.0,14.0,,1647.0,,1647.0,,,,,"Antioquia, Nariño, Cauca, Cundinamarca, Huila, Caldas, Caquetá",COL,pressure_input,flood,2019,4,2019-04,7.4073177104694174,2.70805020110221,0.4830562332904849,0.34479915770581465,0.4139,ok
2019-0595-COL,COL,Colombia,Flood,Flood (General),,2019,10,27.0,2019,11,17.0,20.0,,23035.0,215.0,23250.0,,,,,Antioquia and Tolima Departments,COL,pressure_input,flood,2019,10,2019-10,10.054103420843255,3.044522437723423,0.6556620786929555,0.38764007096922687,0.5217,ok
2020-0075-HND,HND,Honduras,Flood,Flood (General),Storm,2020,2,28.0,2020,3,2.0,3.0,,17700.0,,17700.0,,,,,"La Masica (Atlantida Department); Gracias a Dios, Colón, Cortés, Yoro, Islas de la Bahía.",HND,tier1,flood,2020,2,2020-02,9.781376414141157,1.3862943611198906,0.6378766284498937,0.17650822272493677,0.4072,ok
2020-0218-SLV,SLV,El Salvador,Storm,Tropical cyclone,"Flood|Slide (land, mud, snow, rock)",2020,5,31.0,2020,5,31.0,32.0,,149840.0,,149840.0,220000.0,266648.0,,Tropical storm 'Amanda',"La Libertad, Santa Ana, San Salvador",SLV,tier1,storm,2020,5,2020-05,11.917330010881072,3.4965075614664802,0.7771693845127439,0.4451885203660416,0.6112,ok
2020-0474-COL,COL,Colombia,Storm,Tropical cyclone,,2020,11,2.0,2020,11,4.0,,,49800.0,,49800.0,25000.0,30301.0,,Hurricane 'Eta',"Magdalena, Bolivar, Atlantico",COL,pressure_input,storm,2020,11,2020-11,10.815790343132422,0.0,0.7053342582874109,0.0,0.3527,ok
2020-0474-CRI,CRI,Costa Rica,Storm,Tropical cyclone,,2020,11,3.0,2020,11,4.0,,,25000.0,,25000.0,,,,Hurricane 'Eta',"Nandayure, Hojancha of Guanacaste, Corredores,Coto Brus, San José, Alajuela, Heredia, Cartago, Puntarenas, Guanacaste, Limón",CRI,tier1,storm,2020,11,2020-11,10.12667110305036,0.0,0.6603944626132563,0.0,0.3302,ok
2020-0474-HND,HND,Honduras,Storm,Tropical cyclone,,2020,11,3.0,2020,11,4.0,110.0,,4566584.0,,4566584.0,,,,Hurricane 'Eta',"La Ceiba, El Progresso, Santa Barbara, Gualala, Sulaco, San Manuel, Lempira",HND,tier1,storm,2020,11,2020-11,15.334276218758658,4.709530201312334,1.0,0.5996351345117844,0.7998,ok
2020-0477-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2020,10,31.0,2020,11,2.0,,,26460.0,,26460.0,25000.0,30301.0,,,Santander department; El Retén and Fundación (Magdalena Department),COL,pressure_input,flood,2020,10,2020-10,10.183427229849748,0.0,0.6640957215438837,0.0,0.332,ok
2020-0495-NIC,NIC,Nicaragua,Storm,Tropical cyclone,,2020,11,17.0,2020,11,18.0,18.0,,900000.0,,900000.0,741000.0,898120.0,,Hurricane 'Iota',"Waspam, Bilwi/Puerto Cabezas, Prinzapolka, La Cruz de Rio Grande, Laguna de Perlas",NIC,tier1,storm,2020,11,2020-11,13.710151153416941,2.9444389791664403,0.894085313048235,0.37489706783114357,0.6345,ok
2021-0328-PAN,PAN,Panama,Flood,Flood (General),"Slide (land, mud, snow, rock)",2021,6,12.0,2021,6,15.0,,,3001.0,,3001.0,,,,,"Cristóbal Town (Colón Province, central Panama), Las Garzas de Pacora locality (eastern Panama); Panamá Oeste, Chiriquí",PAN,tier1,flood,2021,6,2021-06,8.007034012193408,0.0,0.522165761067893,0.0,0.2611,ok
2021-0373-CUB,CUB,Cuba,Storm,Tropical cyclone,"Slide (land, mud, snow, rock)",2021,7,2.0,2021,7,3.0,,,,,,,,,Hurricane 'Elsa',"Matanzas, Granma Provinces",CUB,tier1,storm,2021,7,2021-07,0.0,0.0,0.0,0.0,0.0,no_impact_data
2021-0398-SUR,SUR,Suriname,Flood,Flood (General),,2021,4,,2021,5,,,,10100.0,,10100.0,,,,,"Paramaribo, Nickerie, Coronie, Saramacca, Wanica, Para, Marowijne, Sipaliwini, Brokopondo, Commewijne districts",SUR,tier1,flood,2021,4,2021-04,9.220389707829185,0.0,0.6012927885405989,0.0,0.3006,ok
2021-0511-HTI,HTI,Haiti,Earthquake,Ground movement,,2021,8,14.0,2021,8,14.0,2575.0,12763.0,690000.0,,702763.0,1620071.0,1875480.0,,,"Nippe, Grand Anse and the Sud departments",HTI,tier1,earthquake,2021,8,2021-08,13.46277641030638,7.853993087224244,0.8779531696342575,1.0,0.939,ok
2021-0538-VEN,VEN,Venezuela,Flood,Flood (General),"Slide (land, mud, snow, rock)",2021,8,23.0,2021,8,24.0,46.0,,1400100.0,,1400100.0,,,,,"Merida, Zulia, Apure, Bolivar, Yaracuy, Amazonas, Aragua, Barinas, Delta Amacuro, Monagas, Táchira, Carabobo",VEN,pressure_input,flood,2021,8,2021-08,14.152054934840459,3.8501476017100584,0.9229033527860957,0.4902153030886836,0.7066,ok
2022-0091-PRI,PRI,Puerto Rico,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,2,4.0,2022,2,6.0,,,,,,17000.0,18222.0,,,San Juan area,PRI,tier1,flood,2022,2,2022-02,0.0,0.0,0.0,0.0,0.0,no_impact_data
2022-0130-DOM,DOM,Dominican Republic,Flood,Flash flood,,2022,3,5.0,2022,3,6.0,,,210.0,,210.0,,,,,Puerto Plata Province,DOM,tier1,flood,2022,3,2022-03,5.351858133476067,0.0,0.34901276441916806,0.0,0.1745,ok
2022-0229-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,4,,2022,4,21.0,5.0,1.0,8100.0,,8101.0,,,,,"Nariño department, Melgar Municipality (Tolima Department)",COL,pressure_input,flood,2022,4,2022-04,8.999866223762636,1.791759469228055,0.5869117065175179,0.2281335684064497,0.4075,ok
2022-0250-VEN,VEN,Venezuela,Flood,Flood (General),,2022,4,25.0,2022,6,29.0,1.0,,86800.0,,86800.0,,,,,"Táchira, Mérida, Trujillo, Zulia, Lara, Falcón, Aragua, Carabobo, Portuguesa, Apure, Vargas and Caracas Capital District",VEN,pressure_input,flood,2022,4,2022-04,11.371373421319406,0.6931471805599453,0.7415657093360969,0.08825411136246838,0.4149,ok
2022-0315-SUR,SUR,Suriname,Flood,Flood (General),,2022,3,,2022,6,24.0,,,9000.0,,9000.0,21000.0,22509.0,,,"Brokopondo, Sipaliwini, Marowijne, Para, Saramacca, Coronie, and Nickerie districts",SUR,tier1,flood,2022,3,2022-03,9.105090961257085,0.0,0.5937737674321195,0.0,0.2969,ok
2022-0317-GTM,GTM,Guatemala,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,5,1.0,2022,9,11.0,48.0,23.0,2890000.0,,2890023.0,204000.0,218662.0,,,"Tucurú Municipality (Alta Verapaz); Guatemala, Huehuetenango, Quiché, Santa Rosa, Solóla, Gualán, Zacapa, Retalhuleu, Suchitepéquez, Quetzaltenango",GTM,tier1,flood,2022,5,2022-05,14.876775364552403,3.8918202981106265,0.9701648224096429,0.4955212278504911,0.7328,ok
2022-0705-VEN,VEN,Venezuela,Storm,Severe weather,Flood|Lightening,2022,10,24.0,2022,10,27.0,,,30000.0,,30000.0,,,,,"Sucre, Zulia, Carabobo, Miranda, Aragua, La Guaira, Guárico, Anzoátegui, Monagas, Delta Amacuro, and the Capital Caraca",VEN,pressure_input,storm,2022,10,2022-10,10.308985993422082,0.0,0.6722838330517967,0.0,0.3361,ok
2022-0721-VEN,VEN,Venezuela,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,11,4.0,2022,11,4.0,9.0,,900.0,,900.0,,,,,"Guanta, Sotillo, Puerto La Cruz, Valle Verde (Anzoátegui State)",VEN,pressure_input,flood,2022,11,2022-11,6.803505257608338,2.302585092994046,0.4436795816476492,0.29317381202430176,0.3684,ok
2023-0391-VEN,VEN,Venezuela,Flood,Flood (General),Industrial accidents,2023,6,1.0,2023,6,5.0,12.0,,112.0,,112.0,,,,,El Callao City (Bolivar State),VEN,pressure_input,flood,2023,6,2023-06,4.727387818712341,2.5649493574615367,0.3082889437539448,0.3265790189749251,0.3174,ok
2020-0330-PAN,PAN,Panama,Flood,Riverine flood,,2020,8,9.0,2020,8,9.0,11.0,,150.0,,150.0,,,,,"Calovébora Commune (Veraguas Province, western Panama); Colon Province (eastern Panama)",PAN,tier1,flood,2020,8,2020-08,5.017279836814924,2.4849066497880004,0.32719378242823144,0.3163876797689181,0.3218,ok
2018-9277-CRI,CRI,Costa Rica,Drought,Drought,,2019,3,,2019,3,,,,,,,,,,,,CRI,tier1,drought,2019,3,2019-03,0.0,0.0,0.0,0.0,0.0,no_impact_data
2019-0395-GTM,GTM,Guatemala,Storm,Severe weather,Flood|Lightening,2019,8,17.0,2019,8,23.0,2.0,104.0,63349.0,,63453.0,,,,,"Alta Verapaz, Sololá, Guatemala, Santa Rosa, Sacatepéquez, Suchitepéquez, Escuintla",GTM,tier1,storm,2019,8,2019-08,11.058070512920654,1.0986122886681098,0.7211341673494276,0.1398794570439813,0.4305,ok
