iso3,year,month,source_country,source_org,dest_org,sector,amount_usd,is_cerf,is_echo,country_role
COL,2023,7,United States,United States Department of State,International Organization for Migration,Water Sanitation Hygiene,24155,False,False,pressure
COL,2023,7,Private,Private (individuals & organizations),International Organization for Migration,Coordination and support services,15568,False,False,pressure
COL,2023,7,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Health,11086,False,False,pressure
COL,2023,7,Private,Private (individuals & organizations),International Organization for Migration,Education,6132,False,False,pressure
COL,2023,8,United States,United States Department of State,Pan American Development Foundation,Protection,1980796,False,False,pressure
COL,2023,8,United States,United States Department of State,Jesuit Refugee Service,Protection,1858482,False,False,pressure
COL,2023,8,United States,United States Department of State,Jesuit Refugee Service,Emergency Shelter and NFI,1725520,False,False,pressure
COL,2023,8,United States,United States Department of State,Pan American Development Foundation,Early Recovery,1437174,False,False,pressure
COL,2023,8,United States,United States Department of State,Jesuit Refugee Service,Early Recovery,1396998,False,False,pressure
COL,2023,8,United States,United States Department of State,Pan American Development Foundation,Health,1082030,False,False,pressure
COL,2023,8,Colombia,"Colombia, Government of",International Labour Organization,Early Recovery,205788,False,False,pressure
COL,2023,8,Germany,"Germany, Government of",International Organization for Migration,Emergency Shelter and NFI,202071,False,False,pressure
COL,2023,8,Germany,"Germany, Government of",International Organization for Migration,Health,200964,False,False,pressure
COL,2023,8,United States,United States Department of State,Blumont International,Health,185435,False,False,pressure
COL,2023,8,Spain,"Spain, Government of",Hebrew Immigrant Aid Society,Protection - Child Protection,165198,False,False,pressure
COL,2023,8,United States,United States Department of State,Blumont International,Emergency Shelter and NFI,87671,False,False,pressure
COL,2023,8,Switzerland,"Switzerland, Government of",HUMANICEMOS DH,Protection - Mine Action,67849,False,False,pressure
COL,2023,8,United States,United States Department of State,ZOA,Emergency Shelter and NFI,44502,False,False,pressure
COL,2023,9,United States,United States Department of State,United Nations High Commissioner for Refugees,Coordination and support services,8514263,False,False,pressure
COL,2023,9,United States,United States Department of State,Americares,Health,4800191,False,False,pressure
COL,2023,9,United States,United States Department of State,Medical Teams International,Health,4000000,False,False,pressure
COL,2023,9,United States,United States Department of State,Hebrew Immigrant Aid Society,Protection - Gender-Based Violence,3000000,False,False,pressure
COL,2023,9,United States,United States Department of State,Secretariado Diocesano de Pastoral Social,Protection,2976509,False,False,pressure
COL,2023,9,United States,United States Department of State,World Vision International,Protection,2447094,False,False,pressure
COL,2023,9,United States,United States Department of State,UN Women,Protection,2280000,False,False,pressure
COL,2023,9,United States,United States Department of State,Save the Children,Protection,2156719,False,False,pressure
COL,2023,9,United States,United States Department of State,Save the Children,Early Recovery,2135856,False,False,pressure
COL,2023,9,United States,United States Department of State,Heartland Alliance International,Protection,2037691,False,False,pressure
COL,2023,9,United States,United States Department of State,Malteser International Order of Malta World Relief,Multipurpose Cash,1995422,False,False,pressure
COL,2023,9,United States,United States Department of State,United Nations Children's Fund,Education,1769883,False,False,pressure
COL,2023,9,United States,United States Department of State,Mercy Corps,Early Recovery,1709530,False,False,pressure
COL,2023,9,United States,United States Department of State,Mercy Corps,Health,1682406,False,False,pressure
COL,2023,9,United States,United States Department of State,World Vision International,Emergency Shelter and NFI,1636450,False,False,pressure
COL,2023,9,United States,United States Department of State,Pan American Development Foundation,Early Recovery,1608529,False,False,pressure
COL,2023,9,United States,United States Department of State,Mercy Corps,Protection,1594679,False,False,pressure
COL,2023,9,United Arab Emirates,"United Arab Emirates, Government of",United Nations High Commissioner for Refugees,Multipurpose Cash,1559952,False,False,pressure
COL,2023,9,United States,United States Department of State,Heartland Alliance International,Early Recovery,1548388,False,False,pressure
COL,2023,9,United States,United States Department of State,Pan American Development Foundation,Protection,1391471,False,False,pressure
COL,2023,9,United States,United States Department of State,Save the Children,Protection - Child Protection,1363039,False,False,pressure
COL,2023,9,United States,United States Department of State,Heartland Alliance International,Emergency Shelter and NFI,1061044,False,False,pressure
COL,2023,9,United States,United States Department of State,United Nations Children's Fund,Water Sanitation Hygiene,869591,False,False,pressure
COL,2023,9,United States,United States Department of State,United Nations Population Fund,Protection - Gender-Based Violence,800000,False,False,pressure
COL,2023,9,United States,United States Department of State,Malteser International Order of Malta World Relief,Protection,748448,False,False,pressure
COL,2023,9,United States,United States Department of State,Save the Children,Health,707425,False,False,pressure
COL,2023,9,Norway,"Norway, Government of",Norwegian Refugee Council,Education,672554,False,False,pressure
COL,2023,9,United States,United States Department of State,World Vision International,Early Recovery,666456,False,False,pressure
COL,2023,9,United States,United States Department of State,International NGOs (Confidential),Protection,650002,False,False,pressure
COL,2023,9,United States,United States Department of State,Malteser International Order of Malta World Relief,Early Recovery,595473,False,False,pressure
COL,2023,9,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multi-sector,587520,False,False,pressure
COL,2023,9,United States,United States Department of State,Secretariado Diocesano de Pastoral Social,Early Recovery,546175,False,False,pressure
COL,2023,9,Spain,"Spain, Government of",HUMANICEMOS DH,Protection - Mine Action,537057,False,False,pressure
COL,2023,9,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,World Food Programme,Coordination and support services,535983,False,True,pressure
COL,2023,9,United States,United States Department of State,United Nations Children's Fund,Health,513702,False,False,pressure
COL,2023,9,United States,United States Department of State,United Nations Children's Fund,Early Recovery,463592,False,False,pressure
COL,2023,9,United States,United States Department of State,Secretariado Diocesano de Pastoral Social,Health,460402,False,False,pressure
COL,2023,9,Colombia,"Colombia, Government of",World Food Programme,Food Security,418680,False,False,pressure
COL,2023,9,United States,"United States of America, Government of",Office for the Coordination of Humanitarian Affairs,Coordination and support services,370000,False,False,pressure
COL,2023,9,United States,"United States of America, Government of",HALO Trust,Protection - Mine Action,309000,False,False,pressure
COL,2023,9,Norway,"Norway, Government of",Norwegian Refugee Council,Early Recovery,274705,False,False,pressure
COL,2023,9,Ireland,"Ireland, Government of",HALO Trust,Protection - Mine Action,265957,False,False,pressure
COL,2023,9,United States,United States Department of State,Americares,Protection,199809,False,False,pressure
COL,2023,9,United States,United States Department of State,Malteser International Order of Malta World Relief,Health,160657,False,False,pressure
COL,2023,9,United States,United States Department of State,United Nations Children's Fund,Nutrition,154852,False,False,pressure
COL,2023,9,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Coordination and support services,30763,False,False,pressure
COL,2023,9,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Emergency Shelter and NFI,6301,False,False,pressure
COL,2023,10,Spain,"Spain, Government of",Office for the Coordination of Humanitarian Affairs,Coordination and support services,531350,False,False,pressure
COL,2023,10,Private,Private (individuals & organizations),World Food Programme,Food Security,300000,False,False,pressure
COL,2023,10,Multilateral,Swiss Development Cooperation/Swiss Humanitarian Aid,Norwegian Refugee Council,Protection - Gender-Based Violence,216351,False,False,pressure
COL,2023,10,Germany,"Germany, Government of",World Food Programme,Food Security,106270,False,False,pressure
COL,2023,11,United States,United States Department of State,ZOA,Multipurpose Cash,2565505,False,False,pressure
COL,2023,11,Canada,"Canada, Government of",United Nations Children's Fund,Education,1930922,False,False,pressure
COL,2023,11,Spain,"Spain, Government of",Caritas Spain,Protection,848356,False,False,pressure
COL,2023,11,Spain,"Spain, Government of",Acción Contra el Hambre - Spain,Food Security,742312,False,False,pressure
COL,2023,11,Multilateral,Education Cannot Wait Fund,United Nations Children's Fund,Education,623710,False,False,pressure
COL,2023,11,Switzerland,"Switzerland, Government of",International NGOs (Confidential),Protection,613442,False,False,pressure
COL,2023,11,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),United Nations Human Settlements Programme (UN-HABITAT),Early Recovery,487445,False,False,pressure
COL,2023,11,Multilateral,Office for the Coordination of Humanitarian Affairs,Office for the Coordination of Humanitarian Affairs,Coordination and support services,368863,False,False,pressure
COL,2023,11,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Protection,160085,False,False,pressure
COL,2023,11,Switzerland,"Switzerland, Government of",World Food Programme,Food Security,110000,False,False,pressure
COL,2023,11,Multilateral,EO Metterdaad,ZOA,Water Sanitation Hygiene,100000,False,False,pressure
COL,2023,11,Netherlands,"United Kingdom, Government of",ZOA,Water Sanitation Hygiene,58936,False,False,pressure
COL,2023,11,Switzerland,"Switzerland, Government of",Private (individuals & organizations),Protection,42269,False,False,pressure
COL,2023,11,Belgium,"Belgium, Government of",United Nations Children's Fund,Protection - Child Protection,25479,False,False,pressure
COL,2023,11,Canada,"Canada, Government of",International Federation of Red Cross and Red Crescent Societies,Water Sanitation Hygiene,14914,False,False,pressure
COL,2023,11,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Coordination and support services,6006,False,False,pressure
COL,2023,11,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Emergency Shelter and NFI,1230,False,False,pressure
COL,2023,12,Colombia,"Colombia, Government of",World Food Programme,Food Security,12573422,False,False,pressure
COL,2023,12,"Korea, Republic of","Korea, Republic of, Government of",International Organization for Migration,Unearmarked,1000000,False,False,pressure
COL,2023,12,"Korea, Republic of","Korea, Republic of, Government of",United Nations High Commissioner for Refugees,Early Recovery,1000000,False,False,pressure
COL,2023,12,Private,Private (individuals & organizations),World Food Programme,Food Security,1000000,False,False,pressure
COL,2023,12,Germany,"Germany, Government of",World Food Programme,Food Security,743889,False,False,pressure
COL,2023,12,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Protection,142976,False,False,pressure
COL,2023,12,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Coordination and support services,93378,False,False,pressure
COL,2023,12,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,20883,False,False,pressure
COL,2023,12,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Emergency Shelter and NFI,19126,False,False,pressure
COL,2024,1,United States,"United States of America, Government of",World Food Programme,Food Security,42597692,False,False,pressure
COL,2024,1,Colombia,"Colombia, Government of",World Food Programme,Food Security,24976430,False,False,pressure
COL,2024,1,United States,"United States of America, Government of",World Food Programme,Early Recovery,2902308,False,False,pressure
COL,2024,1,Canada,"Canada, Government of",World Food Programme,Food Security,1895375,False,False,pressure
COL,2024,1,Switzerland,"Switzerland, Government of",UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,Unearmarked,1197605,False,False,pressure
COL,2024,1,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Multipurpose Cash,447566,False,False,pressure
COL,2024,1,Multilateral,Return to Learning,Save the Children,Education,417255,False,False,pressure
COL,2024,1,Multilateral,International Organization for Migration,Danish Refugee Council,Early Recovery,299000,False,False,pressure
COL,2024,1,Multilateral,Swedish Red Cross,Colombian Red Cross Society,Protection,282066,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Protection,178887,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Health,155090,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Early Recovery,99023,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Protection - Mine Action,83957,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Water Sanitation Hygiene,79184,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Protection - Human Trafficking & Smuggling,75126,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Other,68637,False,False,pressure
COL,2024,1,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Emergency Shelter and NFI,38466,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Education,32564,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Emergency Telecommunications,22482,False,False,pressure
COL,2024,1,Multilateral,American Red Cross,Colombian Red Cross Society,Early Recovery,20000,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Food Security,10800,False,False,pressure
COL,2024,1,Multilateral,International Committee of the Red Cross,Colombian Red Cross Society,Protection - Gender-Based Violence,8441,False,False,pressure
COL,2024,1,Multilateral,Espana con ACNUR,United Nations High Commissioner for Refugees,Protection,6572,False,False,pressure
COL,2024,2,Norway,"Norway, Government of",Norwegian Red Cross,Unearmarked,957396,False,False,pressure
COL,2024,2,Multilateral,UN Multi-Partner Trust Fund,United Nations High Commissioner for Refugees,Protection,323170,False,False,pressure
COL,2024,2,Multilateral,UN Multi-Partner Trust Fund,United Nations High Commissioner for Refugees,Multipurpose Cash,149100,False,False,pressure
COL,2024,2,Sweden,"Sweden, Government of",Office for the Coordination of Humanitarian Affairs,Coordination and support services,145492,False,False,pressure
COL,2024,2,United States,"United States of America, Government of",Colombian Red Cross Society,Logistics,100000,False,False,pressure
COL,2024,2,Multilateral,American Red Cross,Colombian Red Cross Society,Early Recovery,50000,False,False,pressure
COL,2024,2,Canada,"Canada, Government of",International Federation of Red Cross and Red Crescent Societies,Multi-sector,29828,False,False,pressure
COL,2024,2,United States,"United States of America, Government of",CEVA Logistics,Logistics,13756,False,False,pressure
COL,2024,2,United States,"United States of America, Government of",DSV Global Transport and Logistics,Logistics,10005,False,False,pressure
COL,2024,2,Multilateral,UN Multi-Partner Trust Fund,United Nations High Commissioner for Refugees,Protection - Child Protection,6217,False,False,pressure
COL,2024,2,Multilateral,UN Multi-Partner Trust Fund,United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,3247,False,False,pressure
COL,2024,2,Private,Private (individuals & organizations),Save the Children,Water Sanitation Hygiene,825,False,False,pressure
COL,2024,3,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection,2462653,False,False,pressure
COL,2024,3,Multilateral,Save the Children,Save the Children,Food Security,1820056,False,False,pressure
COL,2024,3,Sweden,"Sweden, Government of","Colombia (Latin America, Caribbean HF)",Unearmarked,965540,False,False,pressure
COL,2024,3,Multilateral,International Federation of Red Cross and Red Crescent Societies,Colombian Red Cross Society,Early Recovery,868667,False,False,pressure
COL,2024,3,Sweden,"Sweden, Government of",United Nations Children's Fund,Protection - Child Protection,676394,False,False,pressure
COL,2024,3,Sweden,"Sweden, Government of",Fundación Halu Bienestar Humano,Health,376871,False,False,pressure
COL,2024,3,Norway,"Norway, Government of",Norwegian Red Cross,Unearmarked,294229,False,False,pressure
COL,2024,3,Canada,"Canada, Government of",United Nations High Commissioner for Refugees,Protection,185665,False,False,pressure
COL,2024,3,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection - Child Protection,183739,False,False,pressure
COL,2024,3,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,95983,False,False,pressure
COL,2024,3,Multilateral,International Federation of Red Cross and Red Crescent Societies,Colombian Red Cross Society,Health,17897,False,False,pressure
COL,2024,4,Colombia,"Colombia, Government of",World Food Programme,Food Security,3759569,False,False,pressure
COL,2024,4,United States,"United States of America, Government of",Save the Children,Food Security,1505945,False,False,pressure
COL,2024,4,Colombia,"Colombia, Government of",Save the Children,Water Sanitation Hygiene,942728,False,False,pressure
COL,2024,4,United States,"United States of America, Government of",American Red Cross,Other,502730,False,False,pressure
COL,2024,4,United States,"United States of America, Government of",American Red Cross,Water Sanitation Hygiene,287761,False,False,pressure
COL,2024,4,Canada,"Canada, Government of",Office for the Coordination of Humanitarian Affairs,Coordination and support services,254488,False,False,pressure
COL,2024,4,Multilateral,Office for the Coordination of Humanitarian Affairs,Office for the Coordination of Humanitarian Affairs,Coordination and support services,210922,False,False,pressure
COL,2024,4,United States,"United States of America, Government of",American Red Cross,Emergency Shelter and NFI,205767,False,False,pressure
COL,2024,4,Norway,"Norway, Government of",Geneva Call,Protection,74170,False,False,pressure
COL,2024,4,Norway,"Norway, Government of",Geneva Call,Protection - Child Protection,27814,False,False,pressure
COL,2024,4,Norway,"Norway, Government of",Geneva Call,Protection - Gender-Based Violence,18543,False,False,pressure
COL,2024,4,Norway,"Norway, Government of",Geneva Call,Protection - Mine Action,18543,False,False,pressure
COL,2024,4,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,18396,False,False,pressure
COL,2024,4,Multilateral,Espana con ACNUR,United Nations High Commissioner for Refugees,Protection,6438,False,False,pressure
COL,2024,5,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection,2483919,False,False,pressure
COL,2024,5,France,"France, Government of",World Food Programme,Food Security,541712,False,False,pressure
COL,2024,5,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,"Colombia (Latin America, Caribbean HF)",Unearmarked,539957,False,True,pressure
COL,2024,5,United States,"United States of America, Government of",Jesuit Refugee Service,Emergency Shelter and NFI,524602,False,False,pressure
COL,2024,5,France,"France, Government of",United Nations High Commissioner for Refugees,Protection,486457,False,False,pressure
COL,2024,5,United States,"United States of America, Government of",Jesuit Refugee Service,Early Recovery,440104,False,False,pressure
COL,2024,5,Norway,"Norway, Government of",HALO Trust,Protection - Mine Action,369366,False,False,pressure
COL,2024,5,Norway,"Norway, Government of",Campaña Colombiana Contra Minas,Protection - Mine Action,316426,False,False,pressure
COL,2024,5,France,"France, Government of",Première Urgence Internationale,Water Sanitation Hygiene,258000,False,False,pressure
COL,2024,5,Multilateral,American Red Cross,Colombian Red Cross Society,Early Recovery,242566,False,False,pressure
COL,2024,5,United States,"United States of America, Government of",Jesuit Refugee Service,Protection,187335,False,False,pressure
COL,2024,5,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection - Child Protection,185326,False,False,pressure
COL,2024,5,Multilateral,International Federation of Red Cross and Red Crescent Societies,Colombian Red Cross Society,Other,143866,False,False,pressure
COL,2024,5,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,100246,False,False,pressure
COL,2024,5,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,96812,False,False,pressure
COL,2024,5,Multilateral,International Federation of Red Cross and Red Crescent Societies,Colombian Red Cross Society,Logistics,47924,False,False,pressure
COL,2024,5,United States,"United States of America, Government of",Jesuit Refugee Service,Water Sanitation Hygiene,41369,False,False,pressure
COL,2024,5,France,"France, Government of",United Nations High Commissioner for Refugees,Protection - Child Protection,36295,False,False,pressure
COL,2024,5,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Multipurpose Cash,34743,False,False,pressure
COL,2024,5,United States,"United States of America, Government of",Jesuit Refugee Service,Health,25973,False,False,pressure
COL,2024,5,Multilateral,American Red Cross,Colombian Red Cross Society,Other,19930,False,False,pressure
COL,2024,5,France,"France, Government of",United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,18960,False,False,pressure
COL,2024,5,Multilateral,International Federation of Red Cross and Red Crescent Societies,Colombian Red Cross Society,Health,18507,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",World Food Programme,Food Security,14000000,False,False,pressure
COL,2024,6,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection,9347445,False,False,pressure
COL,2024,6,Colombia,"Colombia, Government of",Food and Agriculture Organization of the United Nations,Early Recovery,6568416,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Danish Refugee Council,Protection - Mine Action,5666270,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Danish Refugee Council,Multipurpose Cash,5513641,False,False,pressure
COL,2024,6,Colombia,"Colombia, Government of",International Labour Organization,Other,3680972,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Danish Refugee Council,Early Recovery,3309231,False,False,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Health,2887649,False,False,pressure
COL,2024,6,United States,United States Department of State,Save the Children,Protection - Child Protection,2697030,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Campaña Colombiana Contra Minas,Protection - Mine Action,2646000,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",International Committee of the Red Cross,Multi-sector,2224763,False,False,pressure
COL,2024,6,United States,United States Department of State,Blumont International,Protection,2107575,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Danish Refugee Council,Protection,2002894,False,True,pressure
COL,2024,6,United States,"United States of America, Government of",HALO Trust,Protection - Mine Action,1981877,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Save the Children,Food Security,1934841,False,False,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Emergency Shelter and NFI,1886647,False,False,pressure
COL,2024,6,Private,Private (individuals & organizations),World Food Programme,Food Security,1476066,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",World Food Programme,Food Security,1454545,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Handicap International - Humanity & Inclusion,Health,1217469,False,True,pressure
COL,2024,6,Sweden,"Sweden, Government of",International Labour Organization,Early Recovery,1157859,False,False,pressure
COL,2024,6,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Coordination and support services,1154250,False,False,pressure
COL,2024,6,Switzerland,"Switzerland, Government of",World Food Programme,Food Security,1144051,False,False,pressure
COL,2024,6,Private,Private (individuals & organizations),Save the Children,Protection,1142289,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",International Organization for Migration,Health,1106250,False,False,pressure
COL,2024,6,Colombia,"Colombia, Government of",World Food Programme,Food Security,1075872,False,False,pressure
COL,2024,6,Spain,"Spain, Government of",International Organization for Migration,Unearmarked,1063413,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Danish Refugee Council,Emergency Shelter and NFI,1026938,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",World Food Programme,Early Recovery,1000000,False,False,pressure
COL,2024,6,Germany,"Germany, Government of",Food and Agriculture Organization of the United Nations,Food Security,988885,False,False,pressure
COL,2024,6,Switzerland,"Switzerland, Government of",United Nations High Commissioner for Refugees,Protection,959402,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Food and Agriculture Organization of the United Nations,Early Recovery,847958,False,False,pressure
COL,2024,6,Norway,"Norway, Government of",HALO Trust,Protection - Mine Action,790000,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations High Commissioner for Refugees,Protection,782952,False,True,pressure
COL,2024,6,Canada,"Canada, Government of",Action Contre la Faim - Action Against Hunger International,Unearmarked,772059,False,False,pressure
COL,2024,6,United States,United States Department of State,Blumont International,Emergency Shelter and NFI,741742,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",International Organization for Migration,Early Recovery,739577,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Médecins du Monde,Health,736287,False,True,pressure
COL,2024,6,Colombia,"Colombia, Government of",International Organization for Migration,Protection,730213,False,False,pressure
COL,2024,6,Norway,"Norway, Government of",Save the Children,Education,725286,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Danish Refugee Council,Water Sanitation Hygiene,723430,False,True,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Protection,698546,False,False,pressure
COL,2024,6,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection - Child Protection,697415,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Save the Children,Education,692405,False,True,pressure
COL,2024,6,"Korea, Republic of","Korea, Republic of, Government of",International Organization for Migration,Emergency Shelter and NFI,656435,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",International Organization for Migration,Protection,656140,False,False,pressure
COL,2024,6,Global,Office for the Coordination of Humanitarian Affairs,Office for the Coordination of Humanitarian Affairs,Coordination and support services,622427,False,False,pressure
COL,2024,6,Sweden,"Sweden, Government of",United Nations High Commissioner for Refugees,Protection,610588,False,False,pressure
COL,2024,6,Belgium,"Belgium, Government of",Food and Agriculture Organization of the United Nations,Food Security,600000,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Danish Refugee Council,Food Security,575411,False,True,pressure
COL,2024,6,Canada,"Canada, Government of",International Planned Parenthood Federation,Multi-sector,559284,False,False,pressure
COL,2024,6,Spain,"Spain, Government of",International Committee of the Red Cross,Protection,559284,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",International Planned Parenthood Federation,Health,553097,False,False,pressure
COL,2024,6,Spain,"Spain, Government of",United Nations High Commissioner for Refugees,Protection,550661,False,False,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Protection - Human Trafficking & Smuggling,550224,False,False,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Coordination and support services,425209,False,False,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Logistics,400855,False,False,pressure
COL,2024,6,Multilateral,Spanish Red Cross,Colombian Red Cross Society,Early Recovery,375931,False,False,pressure
COL,2024,6,United States,United States Department of State,United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,364321,False,False,pressure
COL,2024,6,United States,United States Department of State,Blumont International,Water Sanitation Hygiene,350682,False,False,pressure
COL,2024,6,Norway,"Norway, Government of",Campaña Colombiana Contra Minas,Protection - Mine Action,313902,False,False,pressure
COL,2024,6,Multilateral,Norwegian Red Cross,Colombian Red Cross Society,Health,292871,False,False,pressure
COL,2024,6,Multilateral,UNICEF National Committee/Spain,United Nations Children's Fund,Protection - Child Protection,281690,False,False,pressure
COL,2024,6,Ireland,"Ireland, Government of",HALO Trust,Protection - Mine Action,265957,False,False,pressure
COL,2024,6,Sweden,"Sweden, Government of",Première Urgence Internationale,Protection - Gender-Based Violence,248166,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",ACT Alliance / Lutheran World Federation,Water Sanitation Hygiene,247280,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",ACT Alliance / Lutheran World Federation,Protection,242550,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",United Nations Population Fund,Health,231392,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",United Nations Population Fund,Protection - Gender-Based Violence,231392,False,False,pressure
COL,2024,6,"Korea, Republic of","Korea, Republic of, Government of",International Organization for Migration,Early Recovery,226643,False,False,pressure
COL,2024,6,Multilateral,UN Multi-Partner Trust Fund,World Food Programme,Food Security,224550,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Office for the Coordination of Humanitarian Affairs,Coordination and support services,218518,False,True,pressure
COL,2024,6,Switzerland,"Switzerland, Government of",Private (individuals & organizations),Protection,216908,False,False,pressure
COL,2024,6,Spain,"Spain, Government of",International Federation of Red Cross and Red Crescent Societies,Multi-sector,172600,False,False,pressure
COL,2024,6,Private,Private (individuals & organizations),SOS Children's Villages,Protection - Child Protection,161645,False,False,pressure
COL,2024,6,Multilateral,Citigroup,International Organization for Migration,Unearmarked,147996,False,False,pressure
COL,2024,6,New Zealand,"New Zealand, Government of",HALO Trust,Protection - Mine Action,146720,False,False,pressure
COL,2024,6,Switzerland,"Switzerland, Government of",Private (individuals & organizations),Coordination and support services,138851,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",United Nations High Commissioner for Refugees,Protection,115407,False,False,pressure
COL,2024,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Première Urgence Internationale,Health,112000,False,True,pressure
COL,2024,6,Multilateral,The New York Times,International Rescue Committee,Protection - Gender-Based Violence,109000,False,False,pressure
COL,2024,6,Spain,"Spain, Government of",Spanish Agency for International Development Cooperation,Emergency Shelter and NFI,106045,False,False,pressure
COL,2024,6,United States,"United States of America, Government of",Danish Refugee Council,Coordination and support services,95909,False,False,pressure
COL,2024,6,Multilateral,Canadian Red Cross Society,Colombian Red Cross Society,Health,90988,False,False,pressure
COL,2024,6,United States,United States Department of State,International Organization for Migration,Water Sanitation Hygiene,90808,False,False,pressure
COL,2024,6,Canada,"Canada, Government of",International Organization for Migration,Unearmarked,86769,False,False,pressure
COL,2024,6,United States,United States Department of State,United Nations Population Fund,Health,83882,False,False,pressure
