year,ISO3,total_refugees_in,total_asylum_seekers_in,total_displaced_in,total_idps,n_origin_countries,total_refugees_out,total_asylum_seekers_out,total_displaced_out,n_destination_countries,net_displacement_pressure,month,year_month,monthly_displaced_in_baseline,monthly_displaced_out_baseline,monthly_pressure_baseline,displacement_source,country_role
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,10,2020-10,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,11,2020-11,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,12,2020-12,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,1,2021-01,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,2,2021-02,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,3,2021-03,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,4,2021-04,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,5,2021-05,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,6,2021-06,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,7,2021-07,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,8,2021-08,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,9,2021-09,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,10,2021-10,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,11,2021-11,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2021,VEN,39328.0,516.0,39844.0,0.0,18.0,199202,971106,1170308,65,1210152.0,12,2021-12,3320.33,97525.67,100846.0,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,1,2022-01,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,2,2022-02,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,3,2022-03,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,4,2022-04,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,5,2022-05,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,6,2022-06,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,7,2022-07,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,8,2022-08,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,9,2022-09,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,10,2022-10,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,11,2022-11,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2022,VEN,29341.0,1045.0,30386.0,0.0,18.0,230393,1137162,1367555,60,1397941.0,12,2022-12,2532.17,113962.92,116495.08,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,1,2023-01,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,2,2023-02,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,3,2023-03,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,4,2023-04,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,5,2023-05,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,6,2023-06,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,7,2023-07,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,8,2023-08,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,9,2023-09,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,10,2023-10,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,11,2023-11,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2023,VEN,29336.0,1578.0,30914.0,0.0,18.0,347695,1200130,1547825,54,1578739.0,12,2023-12,2576.17,128985.42,131561.58,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,1,2024-01,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,2,2024-02,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,3,2024-03,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,4,2024-04,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,5,2024-05,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,6,2024-06,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,7,2024-07,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,8,2024-08,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,9,2024-09,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,10,2024-10,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,11,2024-11,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
2024,VEN,19333.0,1578.0,20911.0,0.0,18.0,370169,1360041,1730210,53,1751121.0,12,2024-12,1742.58,144184.17,145926.75,unhcr_annual_proxy,pressure_input
