year,ISO3,total_refugees_in,total_asylum_seekers_in,total_displaced_in,total_idps,n_origin_countries,total_refugees_out,total_asylum_seekers_out,total_displaced_out,n_destination_countries,net_displacement_pressure,month,year_month,monthly_displaced_in_baseline,monthly_displaced_out_baseline,monthly_pressure_baseline,displacement_source,country_role
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,5,2024-05,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,6,2024-06,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,7,2024-07,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,8,2024-08,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,9,2024-09,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,10,2024-10,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,11,2024-11,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2024,SLV,120.0,272.0,392.0,71500.0,13.0,71765,136774,208539,34,208931.0,12,2024-12,32.67,17378.25,17410.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,1,2019-01,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,2,2019-02,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,3,2019-03,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,4,2019-04,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,5,2019-05,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,6,2019-06,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,7,2019-07,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,8,2019-08,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,9,2019-09,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,10,2019-10,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,11,2019-11,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2019,SUR,44.0,1426.0,1470.0,0.0,5.0,17,72,89,5,1559.0,12,2019-12,122.5,7.42,129.92,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,1,2020-01,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,2,2020-02,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,3,2020-03,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,4,2020-04,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,5,2020-05,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,6,2020-06,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,7,2020-07,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,8,2020-08,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,9,2020-09,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,10,2020-10,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,11,2020-11,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2020,SUR,19.0,1988.0,2007.0,0.0,5.0,17,146,163,5,2170.0,12,2020-12,167.25,13.58,180.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,1,2021-01,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,2,2021-02,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,3,2021-03,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,4,2021-04,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,5,2021-05,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,6,2021-06,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,7,2021-07,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,8,2021-08,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,9,2021-09,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,10,2021-10,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,11,2021-11,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2021,SUR,29.0,2133.0,2162.0,0.0,6.0,22,118,140,5,2302.0,12,2021-12,180.17,11.67,191.83,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,1,2022-01,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,2,2022-02,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,3,2022-03,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,4,2022-04,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,5,2022-05,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,6,2022-06,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,7,2022-07,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,8,2022-08,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,9,2022-09,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,10,2022-10,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,11,2022-11,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2022,SUR,25.0,2546.0,2571.0,0.0,8.0,35,147,182,8,2753.0,12,2022-12,214.25,15.17,229.42,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,1,2023-01,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,2,2023-02,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,3,2023-03,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,4,2023-04,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,5,2023-05,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,6,2023-06,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,7,2023-07,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,8,2023-08,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,9,2023-09,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,10,2023-10,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,11,2023-11,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2023,SUR,24.0,2609.0,2633.0,0.0,9.0,42,179,221,9,2854.0,12,2023-12,219.42,18.42,237.83,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,1,2024-01,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,2,2024-02,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,3,2024-03,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,4,2024-04,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,5,2024-05,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,6,2024-06,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,7,2024-07,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,8,2024-08,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,9,2024-09,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,10,2024-10,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,11,2024-11,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2024,SUR,24.0,3217.0,3241.0,0.0,8.0,50,251,301,8,3542.0,12,2024-12,270.08,25.08,295.17,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,1,2019-01,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,2,2019-02,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,3,2019-03,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,4,2019-04,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,5,2019-05,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,6,2019-06,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,7,2019-07,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,8,2019-08,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,9,2019-09,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,10,2019-10,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,11,2019-11,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2019,TTO,2308.0,17364.0,19672.0,0.0,24.0,307,408,715,10,20387.0,12,2019-12,1639.33,59.58,1698.92,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,1,2020-01,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,2,2020-02,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,3,2020-03,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,4,2020-04,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,5,2020-05,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,6,2020-06,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,7,2020-07,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,8,2020-08,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,9,2020-09,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,10,2020-10,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,11,2020-11,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2020,TTO,3179.0,19926.0,23105.0,0.0,24.0,295,414,709,9,23814.0,12,2020-12,1925.42,59.08,1984.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,1,2021-01,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,2,2021-02,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,3,2021-03,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,4,2021-04,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,5,2021-05,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,6,2021-06,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,7,2021-07,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,8,2021-08,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,9,2021-09,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,10,2021-10,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,11,2021-11,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2021,TTO,3571.0,21622.0,25193.0,0.0,25.0,285,508,793,8,25986.0,12,2021-12,2099.42,66.08,2165.5,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,1,2022-01,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,2,2022-02,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,3,2022-03,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,4,2022-04,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,5,2022-05,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,6,2022-06,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,7,2022-07,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,8,2022-08,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,9,2022-09,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,10,2022-10,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,11,2022-11,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2022,TTO,3424.0,20369.0,23793.0,0.0,25.0,296,627,923,11,24716.0,12,2022-12,1982.75,76.92,2059.67,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,1,2023-01,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,2,2023-02,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,3,2023-03,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,4,2023-04,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,5,2023-05,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,6,2023-06,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,7,2023-07,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,8,2023-08,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,9,2023-09,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,10,2023-10,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,11,2023-11,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2023,TTO,3205.0,28617.0,31822.0,0.0,24.0,351,819,1170,9,32992.0,12,2023-12,2651.83,97.5,2749.33,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,1,2024-01,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,2,2024-02,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,3,2024-03,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,4,2024-04,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,5,2024-05,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,6,2024-06,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,7,2024-07,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,8,2024-08,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,9,2024-09,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,10,2024-10,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,11,2024-11,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2024,TTO,3328.0,20806.0,24134.0,0.0,21.0,474,1110,1584,12,25718.0,12,2024-12,2011.17,132.0,2143.17,unhcr_annual_proxy,tier1
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,1,2019-01,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,2,2019-02,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,3,2019-03,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,4,2019-04,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,5,2019-05,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,6,2019-06,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,7,2019-07,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,8,2019-08,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,9,2019-09,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,10,2019-10,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,11,2019-11,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2019,VEN,67749.0,49.0,67798.0,0.0,18.0,93239,794491,887730,56,955528.0,12,2019-12,5649.83,73977.5,79627.33,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,1,2020-01,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,2,2020-02,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,3,2020-03,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,4,2020-04,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,5,2020-05,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,6,2020-06,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,7,2020-07,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,8,2020-08,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
2020,VEN,68089.0,284.0,68373.0,0.0,18.0,171112,851265,1022377,63,1090750.0,9,2020-09,5697.75,85198.08,90895.83,unhcr_annual_proxy,pressure_input
