iso3,flow_id,source_org,source_country,dest_org,dest_country,description,sector,amount_usd,funding_status,boundary,dest_usage_year,flow_date
BHS,188240,United States Fund for UNICEF,,United Nations Children's Fund,Anguilla (United Kingdom),Hurricane Irma and Maria - Return to Education -LACRO (SM180453),Education,19800,paid,incoming,2019,2019-03-08
BHS,197583,"United States of America, Government of",United States,Bahamas Red Cross Society,Bahamas,"Response to The Bahamas Hurricane Dorian: Shelter, WASH (Abaco and Grand Bahama) (USAID/OFDA)",Emergency Shelter and NFI,200000,commitment,incoming,2019,2019-09-04
BHS,197584,"United States of America, Government of",United States,World Food Programme,Bahamas,Response to The Bahamas Hurricane Dorian: In-Kind Relief Commodities (Countrywide) (USAID/OFDA),,324935,commitment,incoming,2019,2019-09-16
BHS,197585,"United States of America, Government of",United States,World Food Programme,Bahamas,Response to The Bahamas Hurricane Dorian:Logistics Support (Countrywide) (USAID/OFDA),Logistics,1234069,commitment,incoming,2019,2019-09-30
BHS,197586,"United States of America, Government of",United States,World Food Programme,Bahamas,Response to The Bahamas Hurricane Dorian:Food Security (Abaco and Grand Bahama) (USAID/FFP),Food Security,1000000,commitment,incoming,2019,2019-09-07
BHS,197737,"United States of America, Government of",United States,World Food Programme,Bahamas,Response to The Bahamas Hurricane Dorian:Logistics Support ( Countrywide) (USAID/OFDA),Logistics,1064186,commitment,incoming,2019,2019-09-12
BHS,197738,"United States of America, Government of",United States,International Organization for Migration,Bahamas,Response to The Bahamas Hurricane Dorian:Relief Commodities ( Countrywide) (USAID/OFDA),,219350,commitment,incoming,2019,2019-09-12
BHS,197739,"United States of America, Government of",United States,International Federation of Red Cross and Red Crescent Societies,Bahamas,"Response to The Bahamas Hurricane Dorian:Economic Recovery and Market Systems, Health, Protection, Shelter and Settlements, WASH ( Countrywide) (USAID/OFDA)",,2340000,commitment,incoming,2019,2019-09-12
BHS,197777,"Italy, Government of",Italy,International Federation of Red Cross and Red Crescent Societies,Bahamas,Multilateral contribution to IFRC to provide assistance to affected population,Water Sanitation Hygiene,110619,commitment,incoming,2019,2019-09-12
BHS,197840,"United States of America, Government of",United States,Pan-American Health Organization (World Health Organization),Bahamas,"Response to The Bahamas Hurricane Dorian: WASH, Health (countrywide) (USAID/OFDA)",Water Sanitation Hygiene,2600000,commitment,incoming,2019,2019-09-16
BHS,197842,"United States of America, Government of",United States,,Bahamas,Response to The Bahamas Hurricane Dorian: Urban Search and Rescue Fairfax County Fire and Rescue and Los Angeles County Fire Department. (Abaco) (USAID/OFDA),Coordination and support services,3868351,commitment,incoming,2019,2019-09-30
BHS,197969,"United States of America, Government of",United States,International Medical Corps US,Bahamas,"Health, Protection, WASH (Grand Bahama) (USAID/OFDA)",Health,2691000,commitment,incoming,2019,2019-09-18
BHS,197970,"United States of America, Government of",United States,International Organization for Migration,Bahamas,"Humanitarian Coordination and Information Management, Shelter and Settlements (Countrywide) (USAID/OFDA)",Coordination and support services,1500000,commitment,incoming,2019,2019-09-18
BHS,198284,Central Emergency Response Fund,,World Food Programme,Bahamas,WFP Support to NEMA & CDEMA through common logistics services for Bahamas Dorian Response,Coordination and support services,400000,paid,incoming,2019,2019-10-02
BHS,198285,Central Emergency Response Fund,,International Organization for Migration,Bahamas,Lifesaving Assistance to Persons Affected by Hurricane Dorian in the Bahamas,Coordination and support services,200001,paid,incoming,2019,2019-10-01
BHS,198286,Central Emergency Response Fund,,International Organization for Migration,Bahamas,Lifesaving Assistance to Persons Affected by Hurricane Dorian in the Bahamas,Emergency Shelter and NFI,200000,paid,incoming,2019,2019-10-01
BHS,198287,Central Emergency Response Fund,,United Nations Population Fund,Bahamas,"Respond to life-saving needs of Hurricane Dorian-affected women and adolescent girls by preventing, mitigating and responding to GBV",Protection,202150,paid,incoming,2019,2019-09-27
BHS,198381,European Commission's Humanitarian Aid and Civil Protection Department,,International Committee of the Red Cross,Bahamas,Red Cross Action in Support of Communities Affected by Hurricane Dorian ,Water Sanitation Hygiene,547046,commitment,incoming,2019,2019-09-19
BHS,198698,"United States of America, Government of",United States,,Bahamas,"Response to The Bahamas Hurricane Dorian: Humanitarian Coordination and Information Management through U.S. Coast Guard. (Grand Bahama, New Providence) (USAID/OFDA)",Coordination and support services,169205,commitment,incoming,2019,2019-09-30
BHS,198704,"United States of America, Government of",United States,Samaritan's Purse,Bahamas,"Response to The Bahamas Hurricane Dorian: Humanitarian Health, Shelter, WASH. (Abaco, Grand Bahama) (USAID/OFDA)",Emergency Shelter and NFI,7500002,commitment,incoming,2019,2019-09-30
BHS,200200,"United States of America, Government of",United States,Agility Logistics,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities (USAID/OFDA),Logistics,209000,commitment,incoming,2019,2019-09-04
BHS,200201,"United States of America, Government of",United States,,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities through Crowley Caribbean Transport Incorporated (USAID/OFDA),Logistics,90184,commitment,incoming,2019,2019-09-30
BHS,200202,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities through Crowley Caribbean Transport Incorporated (USAID/OFDA),Logistics,163530,commitment,incoming,2019,2019-09-18
BHS,200203,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities through Crowley Caribbean Transport Incorporated (USAID/OFDA),Logistics,16000,commitment,incoming,2019,2019-09-30
BHS,200204,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities through Crowley Caribbean Transport Incorporated (USAID/OFDA),Logistics,89810,commitment,incoming,2019,2019-09-06
BHS,200205,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities through Crowley Caribbean Transport Incorporated (USAID/OFDA),Logistics,219385,commitment,incoming,2019,2019-09-30
BHS,200206,"United States of America, Government of",United States,,Bahamas,Bahamas/Hurricane-2019:Program Support (USAID/OFDA),Coordination and support services,593739,commitment,incoming,2019,2019-09-30
BHS,200631,European Commission's Humanitarian Aid and Civil Protection Department,,,Bahamas,"-,Action B: Emergency Toolbox (ECHO/DRF/BUD/2019/91000)",,21136,commitment,incoming,2019,2018-11-26
BHS,200993,"Switzerland, Government of",Switzerland,World Food Programme,Bahamas,Bahamas: WFP Limited Emergency Operation Hurricane Dorian (Food Security)  (7F-06817.6),Food Security,201207,commitment,incoming,2019,2019-09-30
BHS,200994,"Switzerland, Government of",Switzerland,International Federation of Red Cross and Red Crescent Societies,Bahamas,"Bahamas, IFRC: Emergency Appeal Hurricane Dorian (Shelter, NFI and rehabilitation*,
Material relief assistance (shelter))  (7F-10357.01)",Emergency Shelter and NFI,301811,commitment,incoming,2019,2019-09-30
BHS,201000,"Switzerland, Government of",Switzerland,Swiss Development Cooperation/Swiss Humanitarian Aid,Bahamas,"Bahamas: SET Hurricane Dorian September 2019 (WASH, Water sanitation)  (7F-10358.01)",Water Sanitation Hygiene,160966,commitment,incoming,2019,2019-09-30
BHS,201019,United States Fund for UNICEF,,United Nations Children's Fund,Bahamas,Thematic Cross Sectoral - LACRO (HR-DORIAN) (SM1899100648),,1000000,paid,incoming,2019,2019-09-12
BHS,201309,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities (USAID/OFDA),Logistics,44470,commitment,incoming,2019,2019-10-11
BHS,201310,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities (USAID/OFDA),Logistics,120000,commitment,incoming,2019,2019-10-21
BHS,201498,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Community Organized Relief Effort (CORE) Debris Removal Program with NEMA/CDEMA , Multi-year, 2019-2020, total amount CHF 167,829 (7F-10364.01)",,-1,commitment,incoming,2019,2019-10-31
BHS,201506,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Community Organized Relief Effort (CORE) Debris Removal Program with NEMA/CDEMA , Multi-year, 2019-2020, 2019 portion, total amount CHF 134,263 (7F-10364.01)",,135346,commitment,incoming,2019,2019-10-31
BHS,201557,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Secondment: Debris Management Officer (Shelter, NFI and rehabilitation*,) , Multi-year, 2019-2020, total amount CHF 90,000 (Z7H314300113)",,0,commitment,incoming,2020,2019-10-31
BHS,201558,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Secondment: Debris Management Officer (Shelter, NFI and rehabilitation*,) , Multi-year, 2019-2020, 2019 portion,  total amount CHF 70,000 (Z7H314300113)",Emergency Shelter and NFI,70565,commitment,incoming,2019,2019-10-31
BHS,201758,"Norway, Government of",Norway,Norwegian Red Cross,Bahamas,"West Indies Regional: Addendum 12 - Support to IFRC appeal on Bahamas
.(QZA-18/0130-49)",,216638,paid,incoming,2019,2019-10-31
BHS,201759,"Norway, Government of",Norway,World Food Programme,Bahamas,"West Indies Regional: Limited Emergency Operation Bahamas, Sep-Dec 2019: WFP. Emergency food assistance.(QZA-18/0148-24)",Food Security,216638,paid,incoming,2019,2019-10-31
BHS,203851,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities (USAID/OFDA),Logistics,6640,commitment,incoming,2019,2020-01-10
BHS,201498,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Community Organized Relief Effort (CORE) Debris Removal Program with NEMA/CDEMA , Multi-year, 2019-2020, total amount CHF 167,829 (7F-10364.01)",,-1,commitment,incoming,2019,2019-10-31
BHS,201507,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Community Organized Relief Effort (CORE) Debris Removal Program with NEMA/CDEMA , Multi-year, 2019-2020, 2020 portion, total amount CHF 33,566 (7F-10364.01)",,33837,commitment,incoming,2020,2019-10-31
BHS,201557,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Secondment: Debris Management Officer (Shelter, NFI and rehabilitation*,) , Multi-year, 2019-2020, total amount CHF 90,000 (Z7H314300113)",,0,commitment,incoming,2020,2019-10-31
BHS,201559,"Switzerland, Government of",Switzerland,International Organization for Migration,Bahamas,"Secondment: Debris Management Officer (Shelter, NFI and rehabilitation*,) , Multi-year, 2019-2020, 2020 portion,  total amount CHF 20,000 (Z7H314300113)",Emergency Shelter and NFI,20161,commitment,incoming,2020,2019-10-31
BHS,205364,"United States of America, Government of",United States,,Bahamas,Bahamas/Hurricane-2019:  Logistics Support and Relief Commodities through Los Angeles County Search and Rescue  (USAID/OFDA),Logistics,629000,commitment,incoming,2020,2020-01-08
BHS,205365,"United States of America, Government of",United States,,Bahamas,Bahamas/Hurricane-2019:  Logistics Support and Relief Commodities through  Fairfax County Search and Rescue (USAID/OFDA),Logistics,3239351,commitment,incoming,2020,2020-01-23
BHS,210896,United States Fund for UNICEF,,United Nations Children's Fund,Bahamas,Thematic Cross Sectoral - LACRO (HR-DORIAN) (SM1899100648),,142679,paid,incoming,2020,2020-01-14
BHS,213861,"United States of America, Government of",United States,Diplomat Freight Services,Bahamas,Bahamas/Hurricane-2019: Logistics Support and Relief Commodities (USAID/OFDA),Logistics,48000,commitment,incoming,2020,2020-05-11
BHS,217876,"United Arab Emirates, Government of",United Arab Emirates,"Bahamas, Government of",Bahamas,"Provide 0.6 tons of medical supplies and materials, Including 35714 PCR Kits. In addition to logistic and support operations.",Health,286286,paid,incoming,2020,2020-08-20
BHS,221453,Qatar Charity,Qatar,Qatar Charity,Bahamas,"Covid response - Provision of Personal Protective Equipment, medical supplies and medical equipment.",Health,174231,commitment,incoming,2020,2020-04-15
BHS,235552,"United States of America, Government of",United States,,Bahamas,Program Support (USAID/BHA),Coordination and support services,224997,commitment,incoming,2021,2021-07-12
BHS,238346,Qatar Charity,Qatar,Qatar Charity,Bahamas,COVID Response/health,Health,174091,paid,incoming,2021,2021-04-05
BHS,319181,United States Department of State,United States,International Organization for Migration,Bahamas,Bahamas	International Organization for Migration Multisectoral,Multi-sector,373731,paid,incoming,2023,2023-09-01
BHS,327920,United States Department of State,United States,International Organization for Migration,Bahamas,Multisectoral	Ensuring the Delivery of Critical Humanitarian Assistance to Vulnerable Migrants,Multi-sector,364895,paid,incoming,2024,2024-11-19
BHS,327921,United States Department of State,United States,International Organization for Migration,Bahamas,Migration	Western Hemisphere Regional Migration Program (WHP),Multi-sector,150798,paid,incoming,2024,2024-11-19
BHS,339595,"Japan, Government of",Japan,United Nations Industrial Development Organization,Antigua and Barbuda,the Project for the Industrial Development and Technology Transfer in the Members of the Caribbean Community,Other,4627282,paid,incoming,2024,2025-03-21
BLZ,211063,"Sweden, Government of",Sweden,International Committee of the Red Cross,Mexico,"Non earmarked support to the ICRC's Regional Appeal Mexico 2020, covering Mexico, Hondurs, Guatemala, Nicaragua, El Salvador, Costa Rica and Belize",,1011327,commitment,incoming,2020,2020-05-28
BLZ,211491,COVID-19 Humanitarian Thematic Fund,,United Nations Children's Fund,Belize,COVID-19 response - Belize (SM209910),,94500,paid,incoming,2020,2020-11-16
BLZ,213354,UN COVID-19 Response and Recovery Fund,,World Health Organization,Belize,20 OPT 225.06 OCR: Proven prevention strategies for priority pandemic-/epidemic-prone diseases implemented at scale - Belize,Health,150000,commitment,incoming,2020,2020-09-18
BLZ,215277,"United States of America, Government of",United States,United Nations Children's Fund,Belize,COVID-19 response - Belize (SM200503) (USAID),COVID-19,300000,paid,incoming,2020,2020-07-13
BLZ,217875,"United Arab Emirates, Government of",United Arab Emirates,"Belize, Government of",Belize,"Provide 0.6 tons of medical supplies and materials, Including 35714 PCR Kits. In addition to logistic and support operations.",Health,286286,paid,incoming,2020,2020-08-20
BLZ,219928,UN COVID-19 Response and Recovery Fund,,United Nations Population Fund,Belize,COVID-19 response to vulnerable population and frontline workers in Belize,,32635,paid,incoming,2020,2020-05-26
BLZ,224188,"United States of America, Government of",United States,United Nations Children's Fund,Belize,Q3. Unallocated. SM200655,,30000,paid,incoming,2020,2020-11-27
BLZ,227157,European Commission's Humanitarian Aid and Civil Protection Department,,Pan-American Health Organization (World Health Organization),Belize,COVID-19. Reprogramming,,562800,commitment,incoming,2020,2020-12-24
BLZ,227332,UN Multi-Partner Trust Fund,,Pan-American Health Organization (World Health Organization),Belize,COVID-19. Proven prevention strategies for priority pandemic-/epidemic-prone diseases implemented at scale,,150000,commitment,incoming,2020,2020-12-24
BLZ,227337,"Belize, Government of",Belize,Pan-American Health Organization (World Health Organization),Mexico,COVID-19. Proven prevention strategies for priority pandemic-/epidemic-prone diseases implemented at scale,,11221,commitment,outgoing,2020,2020-12-24
BLZ,232204,"United States of America, Government of",United States,United Nations Children's Fund,Belize,Education - Protection  (STATE/PRM),Protection,687000,commitment,incoming,2021,2021-05-20
BLZ,244873,"United States of America, Government of",United States,International Committee of the Red Cross,Honduras,"Education, Health, Protection. Regional  (STATE/PRM)",Health,10200000,commitment,incoming,2021,2021-12-01
BLZ,244874,"United States of America, Government of",United States,International Organization for Migration,Mexico,"Protection, Shelter and Settlements. Regional  (STATE/PRM)",Protection,1660000,commitment,incoming,2021,2021-12-01
BLZ,244875,"United States of America, Government of",United States,United Nations High Commissioner for Refugees,Honduras,"ERMS, Protection, Shelter and Settlements . Regional  (STATE/PRM)",Protection,10100000,commitment,incoming,2021,2021-12-01
BLZ,244876,"United States of America, Government of",United States,United Nations Children's Fund,Mexico,"HCIMA, DRRPP . Regional  (STATE/PRM)",Coordination and support services,540000,commitment,incoming,2021,2021-12-01
BLZ,250533,"Switzerland, Government of",Switzerland,International Committee of the Red Cross,Panama,Central America: Operations Appeals 2022 Allocation 2022. Protection,Protection,1616379,paid,incoming,2022,2022-02-28
BLZ,253541,"United States of America, Government of",United States,United Nations Children's Fund,Belize,"Belize:HumanitarianAction,COVID-19,children on the move, other crises, Mexc&CA",Multi-sector,1000000,paid,incoming,2022,2022-05-12
BLZ,254861,"Japan, Government of",Japan,Multi-donor flexible humanitarian contribution (UNICEF Regional Humanitarian Thematic),Saint Kitts and Nevis,LACRO - Promoting COVID-19 vaccination V	Health,Health,10000000,paid,incoming,2022,2022-02-25
BLZ,263948,"Canada, Government of",Canada,International Federation of Red Cross and Red Crescent Societies,Belize,"MPCA, WASH, shelter and health 	Response to Hurricane Lisa",Emergency Shelter and NFI,23493,paid,incoming,2022,2022-11-03
BLZ,266417,"Italy, Government of",Italy,World Health Organization,Belize,Multilateral contribution to the affected population,Emergency Shelter and NFI,213220,commitment,incoming,2022,2022-12-21
BLZ,266613,"United States of America, Government of",United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action, COVID-19, children on the move, other crises, Mexc & CA	Cross-Sectoral (two or more outcome areas)
USA / BPRM",Multi-sector,1800000,paid,incoming,2022,2023-03-31
BLZ,268305,"United States of America, Government of",United States,United Nations High Commissioner for Refugees,Belize,"2022 UNHCR Global Appeal
(BPRM)",Multi-sector,1500000,commitment,incoming,2022,2022-08-01
BLZ,268552,"United States of America, Government of",United States,International Organization for Migration,Belize,Western Hemisphere Regional Migration Program (WHP),Other,399910,commitment,incoming,2022,2022-09-20
BLZ,280659,"Lithuania, Government of",Lithuania,"Belize, Government of",Belize,Lithuania’s humanitarian assistance to Belize (Hurricane Lisa),,21299,commitment,incoming,2022,2022-12-22
BLZ,344175,UN Trust Fund to End Violence against Women,,Promoting Empowerment Through Awareness for Lesbian and Bisexual Women,Belize,"Multi-Sector - GBV Programming
Women's Autonomous Livelihood: Beyond Covid-19 Crisis",Protection - Gender-Based Violence,50000,paid,incoming,2022,2025-05-22
BLZ,273040,"United States of America, Government of",United States,World Vision USA,Guatemala,"Central America Regional/ER4 Disaster Risk Reduction Policy and Practice (DRRPP),Shelter and Settlements (USAID/BHA)",Emergency Shelter and NFI,1140000,commitment,incoming,2023,2023-03-02
BLZ,274999,"Japan, Government of",Japan,"Brazil, Government of",Brazil,Provision of emergency relief items as disaster responses,Emergency Shelter and NFI,3480525,paid,incoming,2023,2023-04-06
BLZ,275359,"United States of America, Government of",United States,Centre for the Coordination of Natural Disaster Prevention in Central America,Costa Rica,"Central America Regional/ER4 Disaster Risk Reduction Policy and Practice (DRRPP),Shelter and Settlements (USAID/BHA)",Other,650000,commitment,incoming,2023,2023-03-28
BLZ,275360,"United States of America, Government of",United States,RET International,Guatemala,Central America Regional/ER4 Disaster Risk Reduction Policy and Practice (DRRPP) (USAID/BHA),Other,500000,commitment,incoming,2023,2023-03-28
BLZ,285351,United States Department of State,United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action for Children on the Move in Mexico and CA	Cross-Sectoral (two or more outcome areas)	
---- USA / BPRM",,0,paid,incoming,2023,2023-07-04
BLZ,287851,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Belize,"Enhancing the shock-responsiveness of Education, Child Protection and Social Protection systems, to strengthen disaster preparedness and ensure the humanitarian assistance to children and population vulnerable to multi-hazard in the Caribbean region",Education,99209,paid,incoming,2023,2023-05-12
BLZ,294116,United States Department of State,United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action for Children on the Move in Mexico and CA	Cross-Sectoral (two or more outcome areas)	
---- USA / BPRM",Health,444506,paid,incoming,2023,2023-07-04
BLZ,294117,United States Department of State,United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action for Children on the Move in Mexico and CA	Cross-Sectoral (two or more outcome areas)	
---- USA / BPRM",Nutrition,305856,paid,incoming,2023,2023-07-04
BLZ,294119,United States Department of State,United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action for Children on the Move in Mexico and CA	Cross-Sectoral (two or more outcome areas)	
---- USA / BPRM",Protection - Child Protection,259638,paid,incoming,2023,2023-07-04
BLZ,294120,United States Department of State,United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action for Children on the Move in Mexico and CA	Cross-Sectoral (two or more outcome areas)	
---- USA / BPRM",Education,451820,paid,incoming,2023,2023-07-04
BLZ,294121,United States Department of State,United States,United Nations Children's Fund,Belize,"Belize: Humanitarian Action for Children on the Move in Mexico and CA	Cross-Sectoral (two or more outcome areas)	
---- USA / BPRM",Protection,538180,paid,incoming,2023,2023-07-04
BLZ,294754,"Switzerland, Government of",Switzerland,International Committee of the Red Cross,Panama,"7F-11109.02	Central America	ICRC	LAC IKRK Op. Appeals 2023	Protection, access & security",Protection,1060445,commitment,incoming,2023,2023-11-23
BLZ,296040,United States Department of State,United States,International Organization for Migration,Belize,International Organization for Migration		Belize,Multi-sector,431916,paid,incoming,2023,2023-12-07
BLZ,296617,European Commission's Humanitarian Aid and Civil Protection Department,,Acción Contra el Hambre - Spain,Belize,"Increasing safety, mitigating risk, and meeting humanitarian needs for the vulnerable populations affected by other situations of violence, forced displacement, and food insecurity in the North of Central America.",,17345,commitment,incoming,2023,2022-12-13
BLZ,300332,"Switzerland, Government of",Switzerland,United Nations High Commissioner for Refugees,Belize,Central America	UNHCR (refugees),,524659,paid,incoming,2023,2023-05-17
BLZ,303881,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Children's Fund,Belize,Social Protection,Protection,175429,paid,incoming,2023,2023-05-12
BLZ,314500,"Spain, Government of",Spain,International Committee of the Red Cross,Belize,Contribution to ICRC Appeals,Protection,72062,paid,incoming,2023,2023-07-25
BLZ,318668,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,Belize	United Nations High Commissioner for Refugees  (BPRM),Multi-sector,100000,paid,incoming,2023,2023-03-28
BLZ,318671,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,Belize	United Nations High Commissioner for Refugees  (BPRM),Multi-sector,400000,paid,incoming,2023,2023-09-13
BLZ,318672,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,Belize	United Nations High Commissioner for Refugees  (BPRM),Multi-sector,500000,paid,incoming,2023,2023-09-26
BLZ,318673,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,Belize	United Nations High Commissioner for Refugees  (BPRM),Multi-sector,1000000,paid,incoming,2023,2023-05-26
BLZ,318678,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,Belize	United Nations Childrens Fund  (BPRM),Multi-sector,0,paid,incoming,2023,2023-09-26
BLZ,344176,UN Trust Fund to End Violence against Women,,Promoting Empowerment Through Awareness for Lesbian and Bisexual Women,Belize,"Multi-Sector - GBV Programming
Women's Autonomous Livelihood: Beyond Covid-19 Crisis",Protection - Gender-Based Violence,50000,paid,incoming,2023,2025-05-22
BLZ,296617,European Commission's Humanitarian Aid and Civil Protection Department,,Acción Contra el Hambre - Spain,Belize,"Increasing safety, mitigating risk, and meeting humanitarian needs for the vulnerable populations affected by other situations of violence, forced displacement, and food insecurity in the North of Central America.",,17345,commitment,incoming,2023,2022-12-13
BLZ,302284,"United States of America, Government of",United States,World Vision USA,Belize,"Central America Regional/ER4
Regional
Disaster Risk Reduction Policy and Practice (DRRPP), Shelter and Settlements
--- USAID / BHA",,26000,commitment,incoming,2024,2024-03-01
BLZ,305340,"United States of America, Government of",United States,Centre for the Coordination of Natural Disaster Prevention in Central America,Costa Rica,"Central America Regional/ER4	Regional	CEPREDENAC
Disaster Risk Reduction Policy and Practice (DRRPP)",Other,650000,commitment,incoming,2024,2024-04-08
BLZ,306972,"Norway, Government of",Norway,Norwegian Refugee Council,Belize,Humanitarian response in Northern Central America,,1033242,paid,incoming,2024,2024-03-12
BLZ,306996,"Norway, Government of",Norway,Norwegian Red Cross,"Venezuela, Bolivarian Republic of",Humanitarian activities in the Americas,,294229,paid,incoming,2024,2024-03-26
BLZ,307009,"Norway, Government of",Norway,Norwegian Red Cross,"Venezuela, Bolivarian Republic of",Americas Regional funds,,957396,paid,incoming,2024,2024-02-13
BLZ,314688,United States Department of State,United States,United Nations Children's Fund,Belize,HAC-CAMEX	USA (State) BPRM	Belize	Health,Health,374876,paid,incoming,2024,2024-05-31
BLZ,320020,United States Department of State,United States,United Nations Children's Fund,Belize,HAC-CAMEX	USA (State) BPRM	Belize	Child protection,Protection - Child Protection,234126,paid,incoming,2024,2024-05-31
BLZ,320021,United States Department of State,United States,United Nations Children's Fund,Belize,HAC-CAMEX	USA (State) BPRM	Belize	Education,Education,168784,paid,incoming,2024,2024-05-31
BLZ,320022,United States Department of State,United States,United Nations Children's Fund,Belize,HAC-CAMEX	USA (State) BPRM	Belize,Multi-sector,122213,paid,incoming,2024,2024-05-31
BLZ,326781,"Norway, Government of",Norway,Norwegian Refugee Council,Belize,Humanitarian response in Northern Central America,,1129908,paid,incoming,2024,2024-10-18
BLZ,327245,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,UNHCR 2024 Global Appeal,Multi-sector,180000,paid,incoming,2024,2024-11-15
BLZ,327246,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,UNHCR 2024 Global Appeal,Multi-sector,770000,paid,incoming,2024,2024-11-15
BLZ,327247,United States Department of State,United States,United Nations High Commissioner for Refugees,Belize,UNHCR 2024 Global Appeal,Multi-sector,800000,paid,incoming,2024,2024-11-15
BLZ,327470,United States Department of State,United States,International Organization for Migration,Belize,International Organization for Migration	Belize	Migration	Western Hemisphere Regional Migration Program (WHP),Multi-sector,399915,paid,incoming,2024,2024-09-03
BLZ,327472,United States Department of State,United States,United Nations Children's Fund,Belize,United Nations Childrens Fund	Belize	IO Multisectoral	Humanitarian Action for Children on the Move in Mexico and Central America,,1,paid,incoming,2024,2024-06-07
BLZ,327473,United States Department of State,United States,United Nations Children's Fund,Belize,United Nations Childrens Fund	Belize	IO Multisectoral	Humanitarian Action for Children on the Move in Mexico and Central America,Multi-sector,1100000,paid,incoming,2024,2024-08-16
BLZ,339595,"Japan, Government of",Japan,United Nations Industrial Development Organization,Antigua and Barbuda,the Project for the Industrial Development and Technology Transfer in the Members of the Caribbean Community,Other,4627282,paid,incoming,2024,2025-03-21
BLZ,344177,UN Trust Fund to End Violence against Women,,Promoting Empowerment Through Awareness for Lesbian and Bisexual Women,Belize,"Multi-Sector - GBV Programming
Women's Autonomous Livelihood: Beyond Covid-19 Crisis",Protection - Gender-Based Violence,50000,paid,incoming,2024,2025-05-22
BRB,188240,United States Fund for UNICEF,,United Nations Children's Fund,Anguilla (United Kingdom),Hurricane Irma and Maria - Return to Education -LACRO (SM180453),Education,19800,paid,incoming,2019,2019-03-08
BRB,208614,"United States of America, Government of",United States,United Nations Children's Fund,Barbados,COVID-19 response (SM200161),Water Sanitation Hygiene,500000,paid,incoming,2020,2020-04-20
BRB,208919,United Nations Children's Fund,,United Nations Children's Fund,Barbados,Education,Education,78957,paid,incoming,2020,2020-04-21
BRB,208920,United Nations Children's Fund,,United Nations Children's Fund,Barbados,Cross-sectoral,Multi-sector,279879,paid,incoming,2020,2020-04-21
BRB,217887,"United Arab Emirates, Government of",United Arab Emirates,"Barbados, Government of",Barbados,"Provide 0.8 tons of medical supplies and materials, Including 35714 PCR Kits. In addition to logistic and support operations.",Health,550286,paid,incoming,2020,2020-08-20
BRB,220998,"United States of America, Government of",United States,United Nations Children's Fund,Barbados,Barbados: COVID-19 response (SM200604) (State/PRM),,135000,commitment,incoming,2020,2020-10-06
BRB,224199,"United States of America, Government of",United States,United Nations Children's Fund,Barbados,Cross Sectoral-Eastern Caribbean. Q3.SM200661,,366282,paid,incoming,2020,2020-11-27
BRB,242227,"United States of America, Government of",United States,,Barbados,Caribbean/Staff Support	Barbados	Program Support		(USAID/BHA),,233894,commitment,incoming,2021,2021-11-05
BRB,254861,"Japan, Government of",Japan,Multi-donor flexible humanitarian contribution (UNICEF Regional Humanitarian Thematic),Saint Kitts and Nevis,LACRO - Promoting COVID-19 vaccination V	Health,Health,10000000,paid,incoming,2022,2022-02-25
